idx,coords,col_2,type,nom,dict,gestionnaire,sens,double
2395,"[50.054, 2.94434]","[-0.7627809999999999, -0.6466569999999999]",AR,Barastre,{'roadname': 'A2'},,,
2396,"[50.0486, 2.93399]","[0.684929, 0.7286100000000001]",AR,Roquigny,{'roadname': 'A2'},,,
2397,"[50.1739, 2.87433]","[0.00279252, -0.999996]",AS,Saint-Léger,{'roadname': 'A1'},,,
2398,"[50.1909, 2.87207]","[-0.11823099999999999, 0.9929859999999999]",AR,Croisilles,{'roadname': 'A1'},,,
2399,"[50.0851, 3.17254]","[0.11441699999999999, -0.993433]",AR,La Vacquerie,{'roadname': 'A26'},,,
2400,"[50.0905, 3.17109]","[-0.11441699999999999, 0.993433]",AR,Le Plateau,{'roadname': 'A26'},,,
2401,"[50.0691, 3.17728]","[0, 1]",EC,Masnières,"{'numero': '9', 'roadname': 'A26'}",,,
2402,"[50.1233, 3.08976]","[-0.6609189999999999, -0.7504569999999999]",AS,Graincourt Est,{'roadname': 'A2'},,,
2403,"[50.1233, 3.08976]","[0.48053, 0.8769779999999999]",AS,Havrincourt Ouest,{'roadname': 'A2'},,,
2404,"[50.1443, 3.127]","[0, 1]",BI,Jonction A2/A26,{'roadname': 'A26'},,,
2405,"[50.1779, 3.18537]","[0, 1]",EC,Cambrai,"{'numero': '14', 'roadname': 'A2'}",,,
2406,"[50.226, 3.06908]","[0.914183, -0.40530099999999997]",AS,Baralle Est,{'roadname': 'A26'},,,
2407,"[50.2268, 3.06485]","[-0.914183, 0.40530099999999997]",AS,Rumaucourt Ouest,{'roadname': 'A26'},,,
2408,"[50.1985, 3.10426]","[0, 1]",EC,Marquion,"{'numero': '8', 'roadname': 'A26'}",,,
2409,"[50.2293, 3.27197]","[0.819152, 0.573576]",BA,Barrière d'Hordain,{'roadname': 'A2'},,,
2410,"[50.2536, 3.32147]","[0, 1]",EC,Hordain,"{'numero': '15', 'roadname': 'A2'}",,,
2411,"[49.1264, 3.53714]","[-0.9693600000000001, -0.24564599999999998]",AS,Tardenois Nord,{'roadname': 'A4'},,,
2412,"[49.1264, 3.53714]","[0.8798969999999999, 0.475164]",AS,Tardenois Sud,{'roadname': 'A4'},,,
2413,"[49.1987, 3.76009]","[-0.592576, -0.805515]",AR,Lhéry,{'roadname': 'A4'},,,
2414,"[49.1887, 3.75339]","[0.22257000000000002, 0.9749169999999999]",AR,Romigny,{'roadname': 'A4'},,,
2415,"[49.1567, 3.71875]","[0, 1]",EC,Dormans,"{'numero': '21', 'roadname': 'A4'}",,,
2416,"[49.2437, 3.92143]","[-0.955793, -0.29404]",AS,Gueux Nord,{'roadname': 'A4'},,,
2417,"[49.2437, 3.92143]","[0.998392, 0.056692799999999995]",AS,Vrigny Sud,{'roadname': 'A4'},,,
2418,"[49.1202, 4.24394]","[-0.8660249999999999, 0.5]",AS,Reims Champagne Nord,{'roadname': 'A4'},,,
2419,"[49.1202, 4.24394]","[0.8660249999999999, -0.5]",AS,Reims Champagne Sud,{'roadname': 'A4'},,,
2420,"[49.0551, 4.28749]","[0, 1]",BI,Jonction A4/A26 Sud,{'roadname': 'A4'},,,
2421,"[49.1753, 4.16441]","[-0.702898, 0.7112900000000001]",AR,La Vesle,{'roadname': 'A4'},,,
2422,"[49.1753, 4.16441]","[0.600699, -0.7994749999999999]",AR,L'Espérance,{'roadname': 'A4'},,,
2423,"[49.2497, 3.95569]","[-0.965926, -0.25881899999999997]",BA,Barrière de Thillois,{'roadname': 'A344'},,,
2424,"[49.2496, 3.95575]","[0.965926, 0.25881899999999997]",BA,Barrière de Thillois,{'roadname': 'A344'},,,
2425,"[49.2462, 3.96235]","[0.5, -0.8660249999999999]",BA,Barrière d'Ormes,{'roadname': 'A26'},,,
2426,"[49.2508, 3.96055]","[0, 1]",BI,Jonction A26/A344 - Reims centre - Tinqueux,{'roadname': 'A344'},,,
2427,"[49.2438, 3.9644500000000003]","[0, 1]",BI,Jonction A4/A26 Nord,{'roadname': 'A4'},,,
2428,"[49.2475, 3.94042]","[0, 1]",BI,Jonction A4/A344 - Reims centre - Tinqueux,{'roadname': 'A344'},,,
2429,"[49.2477, 3.9509]","[0, 1]",BI,Jonction A4/A344 - Reims Centre - Tinqueux,"{'numero': '22', 'roadname': 'A4'}",,,
2430,"[49.2508, 3.96056]","[0, 1]",BI,Reims Centre - Tinqueux,"{'numero': '16.1', 'roadname': 'A26'}",,,
2431,"[49.2076, 4.00917]","[0, 1]",EC,Epernay - Reims Sud,"{'numero': '23', 'roadname': 'A4'}",,,
2432,"[49.245, 4.029]","[0, 1]",EC,Reims-Cathédrale,{'roadname': 'A344'},,,
2433,"[49.2451, 4.02914]","[0, 1]",EC,Reims-Cathédrale,{'roadname': 'A344'},,,
2434,"[49.2525, 4.01791]","[0, 1]",EC,Reims-Centre,{'roadname': 'A344'},,,
2435,"[49.2525, 4.01799]","[0, 1]",EC,Reims-Centre,{'roadname': 'A344'},,,
2436,"[49.2544, 3.97263]","[0, 1]",EC,Reims-Tinqueux,{'roadname': 'A344'},,,
2437,"[49.2544, 3.9728700000000003]","[0, 1]",EC,Reims-Tinqueux,{'roadname': 'A344'},,,
2438,"[49.2113, 4.07807]","[0.642788, -0.766044]",BA,Barrière de Taissy,{'roadname': 'A34'},,,
2439,"[49.2116, 4.07861]","[-0.642788, 0.766044]",BA,Barrière de Taissy,{'roadname': 'A34'},,,
2440,"[49.206, 4.08626]","[0, 1]",BI,Jonction A4/A34 - Reims Est,{'roadname': 'A4'},,,
2441,"[49.2237, 4.06533]","[0, 1]",EC,Reims-Cormontreuil,{'roadname': 'A34'},,,
2442,"[49.2238, 4.06538]","[0, 1]",EC,Reims-Cormontreuil,{'roadname': 'A344'},,,
2443,"[49.2342, 4.04008]","[0, 1]",EC,Reims-Saint-Rémi,{'roadname': 'A344'},,,
2444,"[49.2343, 4.04025]","[0, 1]",EC,Reims-Saint-Rémi,{'roadname': 'A344'},,,
2445,"[49.2352, 4.0748]","[0, 1]",EC,1/2 Echangeur Taissy,"{'numero': '28.2', 'roadname': 'A34'}",,,
2446,"[49.2238, 4.06538]","[0, 1]",BI,Jonction A34/A344,{'roadname': 'A34'},,,
2447,"[49.2421, 4.07937]","[0, 1]",EC,Reims Europe,"{'numero': '27', 'roadname': 'A34'}",,,
2448,"[49.2311, 4.07002]","[0, 1]",EC,Reims Farman-Pompelle,"{'numero': '28', 'roadname': 'A34'}",,,
2449,"[49.3221, 3.98394]","[0.573576, -0.819152]",BA,Barrière de Courcy,{'roadname': 'A26'},,,
2450,"[49.2851, 3.97952]","[0, 1]",EC,Bétheny - Reims Nord,"{'numero': '16', 'roadname': 'A26'}",,,
2451,"[49.3003, 3.99553]","[0, 1]",EC,Reims - La Neuvillette,"{'numero': '15', 'roadname': 'A26'}",,,
2452,"[49.2806, 4.10771]","[0, 1]",EC,Witry lès Reims,"{'numero': '25', 'roadname': 'A34'}",,,
2453,"[49.3518, 4.20404]","[0, 1]",EC,Isle sur Suippe,"{'numero': '22', 'roadname': 'A34'}",,,
2454,"[49.3393, 4.18049]","[0, 1]",EC,Les Sohettes,"{'numero': '23', 'roadname': 'A34'}",,,
2455,"[49.3149, 4.15103]","[0, 1]",EC,Caurel,"{'numero': '24', 'roadname': 'A34'}",,,
2456,"[49.6078, 3.65576]","[0, 1]",EC,Laon,"{'numero': '13', 'roadname': 'A26'}",,,
2457,"[49.5674, 3.72486]","[0.8660249999999999, -0.5]",AR,La Croisette,{'roadname': 'A26'},,,
2458,"[49.5635, 3.74818]","[-0.99994, 0.010995399999999999]",AR,Les Pèlerins,{'roadname': 'A26'},,,
2459,"[49.3568, 3.95485]","[0.202787, -0.979223]",AR,Cauroy,{'roadname': 'A26'},,,
2460,"[49.3568, 3.95485]","[-0.248521, 0.9686269999999999]",AR,Loivre,{'roadname': 'A26'},,,
2461,"[49.4451, 3.92762]","[-0.102098, 0.9947739999999999]",AS,Champ-Roland,{'roadname': 'A26'},,,
2462,"[49.4504, 3.92545]","[0.21456499999999998, -0.9767100000000001]",AS,Mont-de-Nizy,{'roadname': 'A26'},,,
2463,"[49.4307, 3.93088]","[0, 1]",EC,Guignicourt,"{'numero': '14', 'roadname': 'A26'}",,,
2464,"[49.4199, 4.26559]","[0, 1]",EC,Bergnicourt,"{'numero': '21', 'roadname': 'A34'}",,,
2465,"[49.4975, 4.35399]","[0, 1]",EC,Rethel Sud,"{'numero': '18', 'roadname': 'A34'}",,,
2466,"[49.442, 4.28093]","[0, 1]",EC,Tagnon,"{'numero': '19', 'roadname': 'A34'}",,,
2467,"[49.4321, 4.27833]","[0, 1]",EC,1/2 Echangeur Tagnon Sud,"{'numero': '20', 'roadname': 'A34'}",,,
2468,"[49.4547, 4.30177]","[0, 1]",EC,1/2 Echangeur Tagnon Nord,"{'numero': '19', 'roadname': 'A34'}",,,
2469,"[49.5232, 4.37143]","[0, 1]",EC,Rethel Nord,"{'numero': '16', 'roadname': 'A34'}",,,
2470,"[49.5193, 4.35121]","[0, 1]",EC,Rethel Centre,"{'numero': '17', 'roadname': 'A34'}",,,
2471,"[49.0731, 4.78952]","[0.9555359999999999, 0.29487399999999997]",AS,Valmy Orbeval Nord,{'roadname': 'A4'},,,
2472,"[49.0731, 4.78952]","[-0.948986, -0.315318]",AS,Valmy-Le Moulin Sud,{'roadname': 'A4'},,,
2473,"[49.0725, 4.87998]","[0, 1]",EC,Sainte-Ménehould,"{'numero': '26', 'roadname': 'A4'}",,,
2474,"[49.0834, 4.95874]","[-0.8120839999999999, -0.583541]",AR,La Fontaine d'Olive Nord,{'roadname': 'A4'},,,
2475,"[49.0834, 4.95874]","[0.861895, 0.507087]",AR,La Fontaine d'Olive Sud,{'roadname': 'A4'},,,
2476,"[49.0918, 5.14056]","[-0.935259, 0.353965]",AR,Jubécourt,{'roadname': 'A4'},,,
2477,"[49.0918, 5.14056]","[0.9893489999999999, -0.145565]",AR,Rarécourt,{'roadname': 'A4'},,,
2478,"[49.0916, 5.10171]","[0, 1]",EC,Clermont en Argonne,"{'numero': '27', 'roadname': 'A4'}",,,
2479,"[49.518, 4.39608]","[0, 1]",EC,1/2 Echangeur Bertoncourt,"{'numero': '15', 'roadname': 'A34'}",,,
2480,"[49.5951, 4.50088]","[0, 1]",EC,Faissault,"{'numero': '14', 'roadname': 'A34'}",,,
2481,"[49.5957, 4.50181]","[0.7071069999999999, 0.7071069999999999]",AS,Ardennes Woinic Nord,{'roadname': 'A34'},,,
2482,"[49.5957, 4.50181]","[-0.7071069999999999, -0.7071069999999999]",AS,Ardennes Woinic Sud,{'roadname': 'A34'},,,
2483,"[49.6427, 4.62633]","[0, 1]",EC,Poix-Terron,"{'numero': '13', 'roadname': 'A34'}",,,
2484,"[49.6638, 3.5338000000000003]","[-0.808298, 0.588773]",AR,Le Broyon,{'roadname': 'A26'},,,
2485,"[49.6638, 3.5338000000000003]","[0.696915, -0.717154]",AR,Saint-Brice,{'roadname': 'A26'},,,
2486,"[49.6789, 4.66144]","[0, 1]",EC,Yvernaumont,"{'numero': '12', 'roadname': 'A34'}",,,
2487,"[49.693, 4.67919]","[0, 1]",EC,Boulzicourt,"{'numero': '11', 'roadname': 'A34'}",,,
2488,"[49.7274, 4.71473]","[0, 1]",EC,La Francheville,"{'numero': '10', 'roadname': 'A34'}",,,
2489,"[49.7334, 4.72076]","[0, 1]",BI,Jonction A34/N43,"{'numero': '9', 'roadname': 'A34'}",,,
2490,"[50.3778, 1.69724]","[0.195604, 0.980683]",AR,Bois de la Commanderie,{'roadname': 'A16'},,,
2491,"[50.3778, 1.69724]","[0.06400979999999999, -0.997949]",AR,Fond de la Commanderie,{'roadname': 'A16'},,,
2492,"[50.4089, 1.69352]","[0, 1]",EC,Berck,"{'numero': '25', 'roadname': 'A16'}",,,
2493,"[50.5099, 1.68363]","[0, 1]",EC,Le Touquet,"{'numero': '26', 'roadname': 'A16'}",,,
2494,"[50.5494, 2.46281]","[0, 1]",EC,Lillers,"{'numero': '5', 'roadname': 'A26'}",,,
2495,"[50.5392, 2.54099]","[-0.611389, 0.7913300000000001]",AR,La Grande Bucaille,{'roadname': 'A26'},,,
2496,"[50.5392, 2.54099]","[0.820352, -0.57186]",AR,Le Réveillon,{'roadname': 'A26'},,,
2497,"[50.8476, 2.03229]","[0.5, -0.8660249999999999]",AR,Zutkerque,{'roadname': 'A26'},,,
2498,"[50.821, 2.06208]","[0, 1]",EC,Ardres,"{'numero': '2', 'roadname': 'A26'}",,,
2499,"[50.6286, 2.29733]","[0.642119, -0.766605]",AR,Grand Riez,{'roadname': 'A26'},,,
2500,"[50.6286, 2.29733]","[-0.547709, 0.836669]",AR,Villefleur,{'roadname': 'A26'},,,
2501,"[50.6707, 2.25139]","[0, 1]",EC,Aire sur la Lys,"{'numero': '4', 'roadname': 'A26'}",,,
2502,"[50.5723, 2.3791700000000002]","[0.766044, -0.642788]",AS,Rely Est,{'roadname': 'A26'},,,
2503,"[50.5723, 2.3791700000000002]","[-0.766044, 0.642788]",AS,Saint-Hilaires-Cottes Ouest,{'roadname': 'A26'},,,
2504,"[50.7191, 2.17271]","[0.766044, -0.642788]",BA,Barrière de Setques,{'roadname': 'A26'},,,
2505,"[50.7214, 2.16896]","[0, 1]",EC,Saint Omer,"{'numero': '3', 'roadname': 'A26'}",,,
2506,"[50.4045, 2.74374]","[-0.642788, 0.766044]",AS,Angres Est,{'roadname': 'A26'},,,
2507,"[50.4045, 2.74374]","[0.642788, -0.766044]",AS,Souchez Ouest,{'roadname': 'A26'},,,
2508,"[50.3469, 2.79096]","[0, 1]",EC,Arras Nord,"{'numero': '7', 'roadname': 'A26'}",,,
2509,"[50.262, 2.86376]","[-0.259156, -0.965835]",AR,Wancourt Ouest,{'roadname': 'A1'},,,
2510,"[50.262, 2.86376]","[0.24090599999999998, 0.970549]",AS,Wancourt Est,{'roadname': 'A1'},,,
2511,"[50.3253, 2.91201]","[0.573576, 0.819152]",BA,Barrière de Fresnes,{'roadname': 'A1'},,,
2512,"[50.3147, 2.90001]","[0, 1]",BI,Jonction A1/A26,{'roadname': 'A26'},,,
2513,"[50.27, 2.86881]","[0, 1]",EC,Arras,"{'numero': '15', 'roadname': 'A1'}",,,
2514,"[50.28, 2.96376]","[0.496671, -0.867939]",AR,Le Bois d'Huez,{'roadname': 'A26'},,,
2515,"[50.2841, 2.95823]","[-0.496671, 0.867939]",AR,Les Bonnettes,{'roadname': 'A26'},,,
2516,"[50.332, 2.81732]","[-0.880312, 0.474396]",AR,La Cressonnière,{'roadname': 'A26'},,,
2517,"[50.332, 2.81732]","[0.696414, -0.7176400000000001]",AR,Les Trois Crêtes,{'roadname': 'A26'},,,
2518,"[50.3338, 2.92156]","[0, 1]",EC,Biache-Saint-Vaast,"{'numero': '16', 'roadname': 'A1'}",,,
2519,"[50.394, 2.9824100000000002]","[0, 1]",EC,Drocourt,"{'numero': '16.1', 'roadname': 'A1'}",,,
2520,"[50.4404, 2.70278]","[0, 1]",EC,Liévin,"{'numero': '6.2', 'roadname': 'A26'}",,,
2521,"[50.5103, 2.61376]","[0, 1]",EC,Béthune,"{'numero': '6', 'roadname': 'A26'}",,,
2522,"[50.4908, 2.68482]","[0, 1]",EC,Noeux-les-Mines,"{'numero': '6.1', 'roadname': 'A26'}",,,
2523,"[50.4282, 2.9822800000000003]","[0, 1]",BI,Jonction A1/A21,{'roadname': 'A1'},,,
2524,"[50.4144, 2.98494]","[0, 1]",EC,Hénin-Beaumont,"{'numero': '17', 'roadname': 'A1'}",,,
2525,"[50.6011, 3.13178]","[0, 1]",BI,Jonction A27/N227,{'roadname': 'N227'},,,
2526,"[50.6263, 3.13617]","[0, 1]",EC,Villeneuve d'Ascq Annappes,"{'numero': '4', 'roadname': 'N227'}",,,
2527,"[50.6142, 3.13525]","[0, 1]",EC,Villeneuve d'Ascq Résidence,"{'numero': '3', 'roadname': 'N227'}",,,
2528,"[50.6154, 3.08415]","[0, 1]",BI,Jonction A1/N356,{'roadname': 'N356'},,,
2529,"[50.6288, 3.08256]","[0, 1]",EC,Lille Centre,"{'numero': '2', 'roadname': 'N356'}",,,
2530,"[50.6294, 3.13894]","[0, 1]",EC,Villeneuve d'Ascq Cousinerie,"{'numero': '5', 'roadname': 'N227'}",,,
2531,"[50.6481, 3.09848]","[0.573576, 0.819152]",AS,Baroeul,{'roadname': 'N356'},,,
2532,"[50.6696, 3.11433]","[0, 1]",LI,Limite N356,{'roadname': 'N356'},,,
2533,"[50.6341, 3.08474]","[0, 1]",EC,Lille Fives,{'roadname': 'N356'},,,
2534,"[50.6422, 3.09309]","[0, 1]",EC,Lille Saint Maurice,"{'numero': '5', 'roadname': 'N356'}",,,
2535,"[50.639, 3.09033]","[0, 1]",EC,1/2 Echangeur Mons en Baroeul,"{'numero': '4', 'roadname': 'N356'}",,,
2536,"[50.655, 3.10797]","[0, 1]",EC,Marcq en Baroeul,"{'numero': '6', 'roadname': 'N356'}",,,
2537,"[50.6664, 3.11417]","[0, 1]",EC,Tourcoing Centre,"{'numero': '7', 'roadname': 'N356'}",,,
2538,"[50.6541, 3.13067]","[0, 1]",EC,Mons-en-Baroeuil,"{'numero': '9', 'roadname': 'A22'}",,,
2539,"[50.6478, 3.14622]","[0, 1]",BI,Jonction A22/N227,{'roadname': 'N227'},,,
2540,"[50.6395, 3.1432700000000002]","[0, 1]",EC,Villeneuve d'Ascq Recueil,"{'numero': '6', 'roadname': 'N227'}",,,
2541,"[50.8611, 2.02121]","[-0.32622799999999996, 0.945291]",AR,Nortkerque,{'roadname': 'A26'},,,
2542,"[50.9358, 1.90683]","[0, 1]",BI,Jonction A26/A16,{'roadname': 'A26'},,,
2543,"[50.936, 1.90707]","[0, 1]",BI,Jonction A16/A216,{'roadname': 'A216'},,,
2544,"[50.9536, 1.90612]","[0, 1]",EC,Calais Centre,"{'numero': '3', 'roadname': 'A216'}",,,
2545,"[49.0982, 5.29783]","[0.9840409999999999, 0.177944]",AR,La Rouge Haie,{'roadname': 'A4'},,,
2546,"[49.0982, 5.29783]","[-0.895246, -0.445573]",AR,Les Genièvres,{'roadname': 'A4'},,,
2547,"[49.0964, 5.27781]","[0, 1]",EC,Voie Sacrée,"{'numero': '28', 'roadname': 'A4'}",,,
2548,"[49.1096, 5.41388]","[0, 1]",EC,Verdun,"{'numero': '29', 'roadname': 'A4'}",,,
2549,"[49.1192, 5.5085]","[-0.9996389999999999, 0.026874799999999997]",AS,Verdun Saint-Nicolas Nord,{'roadname': 'A4'},,,
2550,"[49.1192, 5.5085]","[0.9654269999999999, -0.260673]",AS,Verdun Saint-Nicolas Sud,{'roadname': 'A4'},,,
2551,"[49.1268, 5.61908]","[0, 1]",EC,Fresnes-en-Woëvre,"{'numero': '30', 'roadname': 'A4'}",,,
2552,"[49.1445, 5.70881]","[-0.692647, -0.721277]",AR,Bois de la Ronce,{'roadname': 'A4'},,,
2553,"[49.1373, 5.69036]","[0.8129989999999999, 0.5822649999999999]",AR,L'Epinotte,{'roadname': 'A4'},,,
2554,"[49.1959, 5.86894]","[-0.987933, -0.154883]",AR,Bois Saint-Martin,{'roadname': 'A4'},,,
2555,"[49.1959, 5.86894]","[0.890292, 0.45539]",AR,Le Bois de Labry,{'roadname': 'A4'},,,
2556,"[49.1989, 5.92445]","[0.9848079999999999, 0.173648]",BA,Barrière de Beaumont,{'roadname': 'A4'},,,
2557,"[49.1985, 5.8984000000000005]","[0, 1]",EC,Jarny,"{'numero': '31', 'roadname': 'A4'}",,,
2558,"[49.18, 6.0535]","[0.999999, 0.00122173]",AS,Metz Saint-Privat Nord,{'roadname': 'A4'},,,
2559,"[49.18, 6.0535]","[-0.949425, -0.313992]",AS,Metz Saint-Privat Sud,{'roadname': 'A4'},,,
2560,"[49.1955, 5.98832]","[0, 1]",EC,Sainte Marie aux Chênes,"{'numero': '32', 'roadname': 'A4'}",,,
2561,"[49.1986, 6.14448]","[0, 1]",EC,Semécourt,"{'numero': '34', 'roadname': 'A4'}",,,
2562,"[49.2072, 6.12963]","[0, 1]",EC,Marange-Silvange,"{'numero': '33', 'roadname': 'A4'}",,,
2563,"[49.3314, 6.05166]","[0, 1]",EC,Hayange Ouest,"{'numero': '4', 'roadname': 'A30'}",,,
2564,"[49.3298, 6.01631]","[-0.8660249999999999, 0.5]",AR,La Castine,{'roadname': 'A30'},,,
2565,"[49.3371, 5.99871]","[0.573576, -0.819152]",AR,Bois des Tillots,{'roadname': 'A30'},,,
2566,"[49.2936, 6.16718]","[0, 1]",EC,Uckange,"{'numero': '1', 'roadname': 'A30'}",,,
2567,"[49.3174, 6.08237]","[0, 1]",EC,Hayange Centre,"{'numero': '3', 'roadname': 'A30'}",,,
2568,"[49.3114, 6.10533]","[0, 1]",EC,1/2 Echangeur Fameck Centre,"{'numero': '2b', 'roadname': 'A30'}",,,
2569,"[49.3064, 6.12444]","[0, 1]",EC,Fameck Feltière,"{'numero': '2', 'roadname': 'A30'}",,,
2570,"[49.4063, 5.92854]","[0, 1]",EC,Aumetz,"{'numero': '7', 'roadname': 'A30'}",,,
2571,"[49.4388, 5.90651]","[0, 1]",EC,Crusnes,"{'numero': '8', 'roadname': 'A30'}",,,
2572,"[49.3591, 5.98159]","[0, 1]",EC,Fontoy,"{'numero': '5', 'roadname': 'A30'}",,,
2573,"[49.3874, 5.96705]","[0, 1]",EC,Havange,"{'numero': '6', 'roadname': 'A30'}",,,
2574,"[49.1263, 6.24]","[0, 1]",BI,Jonction A314/A315,{'roadname': 'A315'},,,
2575,"[49.122, 6.2281]","[0, 1]",LI,Fin de concession A314,{'roadname': 'A314'},,,
2576,"[49.1215, 6.23495]","[0, 1]",LI,Fin de concession A315,{'roadname': 'A315'},,,
2577,"[49.1836, 6.24142]","[-0.642788, 0.766044]",AR,Charly-Oradour,{'roadname': 'A4'},,,
2578,"[49.1873, 6.22841]","[0.648917, -0.760859]",AR,La Crouée,{'roadname': 'A4'},,,
2579,"[49.2011, 6.17531]","[0, 1]",BI,Jonction A4/A31,{'roadname': 'A4'},,,
2580,"[49.1288, 6.26305]","[0, 1]",BI,Jonction A4/A314,{'roadname': 'A4'},,,
2581,"[49.136, 6.2472]","[0, 1]",BI,Jonction A4/A315,{'roadname': 'A4'},,,
2582,"[49.1975, 6.20859]","[0, 1]",EC,Argancy,"{'numero': '35', 'roadname': 'A4'}",,,
2583,"[49.2852, 6.17337]","[0, 1]",BI,Jonction A30/A31,{'roadname': 'A30'},,,
2584,"[43.3306, -0.34643799999999997]","[0, 1]",EC,Pau,"{'numero': '10', 'roadname': 'A64'}",,,
2585,"[43.3134, -0.2651]","[-0.859941, 0.510393]",AR,Serres Morlaas Nord,{'roadname': 'A64'},,,
2586,"[43.3134, -0.2651]","[0.9370989999999999, -0.34906299999999996]",AR,Serres Morlaas Sud,{'roadname': 'A64'},,,
2587,"[43.2751, -0.196481]","[0, 1]",EC,Soumoulou,"{'numero': '11', 'roadname': 'A64'}",,,
2588,"[43.418548, -0.584584]","[-0.7846679999999999, 0.619916]",AS,A64 - LACQ AUDEJOS NORD,{'roadname': 'A64'},ASF,TOULOUSE-BAYONNE,
2589,"[43.421562, -0.598730]","[0.918032, -0.396507]",AS,A64 - LACQ AUDEJOS SUD,{'roadname': 'A64'},ASF,BAYONNE-TOULOUSE,
2590,"[43.3969, -0.548615]","[0, 1]",EC,Artix,"{'numero': '9', 'roadname': 'A64'}",,,
2591,"[43.3542, -0.44852000000000003]","[0, 1]",BI,Jonction A64/A65,{'roadname': 'A64'},,,
2592,"[43.3457, -0.415111]","[0, 1]",EC,Lescar,"{'numero': '9.1', 'roadname': 'A64'}",,,
2593,"[43.4672, -0.318476]","[-0.7584759999999999, -0.651701]",AR,Aire du Béarn Vert et Or,{'roadname': 'A65'},,,
2594,"[43.4672, -0.318476]","[0.7907959999999999, 0.6120789999999999]",AR,Aire du Béarn Vert et Or,{'roadname': 'A65'},,,
2595,"[43.4675, -0.31779799999999997]","[0, 1]",EC,Thèze,"{'numero': '9', 'roadname': 'A65'}",,,
2596,"[43.5636, -0.29645699999999997]","[0, 1]",EC,Garlin,"{'numero': '8', 'roadname': 'A65'}",,,
2597,"[43.6716, -0.28646099999999997]","[0, 1]",EC,Aire-sur-l'Adour Sud,"{'numero': '7', 'roadname': 'A65'}",,,
2598,"[43.7213, -0.272456]","[0.0465834, -0.998914]",AS,Aire de l'Adour Est,{'roadname': 'A65'},,,
2599,"[43.7213, -0.272456]","[0.31945599999999996, 0.9476009999999999]",AS,Aire de l'Adour Ouest,{'roadname': 'A65'},,,
2600,"[43.7192, -0.273885]","[0, 1]",EC,Aire-sur-l'Adour Nord,"{'numero': '6', 'roadname': 'A65'}",,,
2601,"[43.9473, -0.39083599999999996]","[-0.0942821, -0.9955459999999999]",AR,Aire du Marsan,{'roadname': 'A65'},,,
2602,"[43.9473, -0.39083599999999996]","[0.0697565, 0.997564]",AR,Aire du Marsan,{'roadname': 'A65'},,,
2603,"[43.9511, -0.390099]","[0, 1]",EC,Mont de Marsan,"{'numero': '4', 'roadname': 'A65'}",,,
2604,"[44.045, -0.33835699999999996]","[-0.506636, -0.86216]",AR,Aire de la Porte d'Armagnac,{'roadname': 'A65'},,,
2605,"[44.045, -0.33835699999999996]","[0.38542299999999996, 0.9227400000000001]",AR,Aire de la Porte d'Armagnac,{'roadname': 'A65'},,,
2606,"[44.0463, -0.336678]","[0, 1]",EC,Roquefort,"{'numero': '3', 'roadname': 'A65'}",,,
2607,"[43.1833, 0.22353399999999998]","[-0.661181, 0.750226]",AR,Bordes Nord,{'roadname': 'A64'},,,
2608,"[43.1833, 0.22353399999999998]","[0.40673699999999996, -0.9135449999999999]",AR,Bordes Sud,{'roadname': 'A64'},,,
2609,"[43.175, 0.23857000000000003]","[0, 1]",EC,Tournay,"{'numero': '14', 'roadname': 'A64'}",,,
2610,"[43.2312, -0.07815000000000001]","[-0.82972, 0.55818]",AS,Pyrénées Nord,{'roadname': 'A64'},,,
2611,"[43.2312, -0.07815000000000001]","[0.6853100000000001, -0.728251]",AS,Pyrénées Sud,{'roadname': 'A64'},,,
2612,"[43.2182, 0.0205935]","[0, 1]",EC,Tarbes Ouest,"{'numero': '12', 'roadname': 'A64'}",,,
2613,"[43.2164, 0.10786899999999999]","[0, 1]",EC,Tarbes Est,"{'numero': '13', 'roadname': 'A64'}",,,
2614,"[43.0992, 0.3563]","[0.945859, -0.324578]",AR,Bandouliers,{'roadname': 'A64'},,,
2615,"[43.0992, 0.3563]","[-0.990485, -0.137617]",AR,Lac Saint Martin,{'roadname': 'A64'},,,
2616,"[43.1021, 0.338896]","[0, 1]",EC,Capvern,"{'numero': '15', 'roadname': 'A64'}",,,
2617,"[43.1003, 0.390487]","[0, 1]",EC,Lannemezan,"{'numero': '16', 'roadname': 'A64'}",,,
2618,"[43.1047, 0.472006]","[0.957471, -0.288531]",AR,Pic du Midi,{'roadname': 'A64'},,,
2619,"[43.1047, 0.472006]","[-0.837051, 0.547125]",AR,Pic du Midi Nord,{'roadname': 'A64'},,,
2620,"[43.109946, 0.6147]","[-0.9171300000000001, -0.39858899999999997]",AS,A64 - COMMINGES,{'roadname': 'A64'},ASF,TOULOUSE-BAYONNE,D
2621,"[43.0598, 0.592977]","[0, 1]",EC,Croix du Bazert,"{'numero': '1', 'roadname': 'A645'}",,,
2622,"[43.1036, 0.5943400000000001]","[0, 1]",EC,Montréjeau,"{'numero': '17', 'roadname': 'A64'}",,,
2623,"[43.0967, 0.596271]","[0, 1]",EC,RD817,"{'numero': '2', 'roadname': 'A645'}",,,
2624,"[43.1251, 0.7591289999999999]","[0, 1]",EC,Saint Gaudens,"{'numero': '18', 'roadname': 'A64'}",,,
