p_cum,p_max,id_station,operateur,amenageur,longitude,latitude
7000.0,250.0,FRTSLP16281,Tesla,Tesla,47.245792,47.245792
672.0,200.0,FRPD1PNTOLNN,Power Dot France,Power Dot France,-3.446274,48.740144
36.0,18.0,FRS77E77459001,Bouygues E&S,Ecocharge77,3.35406,48.537212
36.0,18.0,FRS77E77410001,Bouygues E&S,Ecocharge77,2.708959,48.58168
166.0,50.0,FRPD1PSYURSP,Power Dot France,Power Dot France,-3.849848,47.964168
900.0,150.0,FRTSLP1738,Tesla,Tesla,50.923739,50.923739
1500.0,150.0,FRTSLP1752,Tesla,Tesla,44.835346,44.835346
44.0,22.0,FRS77E77131004,Bouygues E&S,Ecocharge77,3.0939962681354234,48.820823057835575
36.0,18.0,FRS77E77368001,Bouygues E&S,Ecocharge77,3.281679,48.539558
36.0,18.0,FRS77E77316001,Bouygues E&S,Ecocharge77,2.850102,48.349255
194.0,100.0,FRPD1PKARASL,Power Dot France,Power Dot France,2.394852,50.661302
272.0,100.0,FRPD1PITMLRB,Power Dot France,Power Dot France,-0.880832,47.520234
594.0,100.0,FRPD1PSYUMRT,Power Dot France,Power Dot France,1.001016,43.196771
2000.0,250.0,FRTSLP30329,Tesla,Tesla,48.193224,48.193224
36.0,18.0,FRS77E77030001,Bouygues E&S,Ecocharge77,3.318183,48.85722
1622.0,187.5,FRPD1PMATCMK,Power Dot France,Power Dot France,4.727058,49.75834
952.0,200.0,FRPD1PIBIMOU,Power Dot France,Power Dot France,-1.429933,46.710539
1048.0,188.0,FRPD1PLCLACR,Power Dot France,Power Dot France,2.056611,48.961134
244.0,50.0,FRPD1PCORVCY,Power Dot France,Power Dot France,3.413609,46.143423
36.0,18.0,FRS77E77165001,Bouygues E&S,Ecocharge77,2.860826,48.50412
36.0,18.0,FRS77E77284005,Bouygues E&S,Ecocharge77,2.905077,48.950196
132.0,60.0,FRPD1PITMBON,Power Dot France,Power Dot France,1.913038,46.320064
1200.0,150.0,FRTSLP1768,Tesla,Tesla,47.949073,47.949073
272.0,100.0,FRPD1PKFCMTL,Power Dot France,Power Dot France,4.743961,44.525627
3000.0,250.0,FRTSLP59510,Tesla,Tesla,43.725146,43.725146
632.0,200.0,FRPD1PETXFYT,Power Dot France,Power Dot France,3.25513,49.859137
494.0,100.0,FRPD1PIBSHGN,Power Dot France,Power Dot France,7.756492,48.827812
122.0,50.0,FRPD1PCPNPJL,Power Dot France,Power Dot France,0.713531,44.387805
132.0,60.0,FRPD1PBVLUNI,Power Dot France,Power Dot France,1.496514,43.636222
982.0,160.0,FRPD1PMBRMTB,Power Dot France,Power Dot France,1.332604,43.987945
632.0,200.0,FRPD1PSYUGRM,Power Dot France,Power Dot France,6.88491,48.076273
662.0,160.0,FRPD1PBRCGHT,Power Dot France,Power Dot France,1.970805,43.760697
244.0,50.0,FRPD1PSOCREN,Power Dot France,Power Dot France,-1.732007,48.100373
122.0,50.0,FRPD1PTTMVLB,Power Dot France,Power Dot France,1.373351,43.764427
2400.0,150.0,FRTSLP2566,Tesla,Tesla,49.20873,49.20873
122.0,50.0,FRPD1PSYUVSB,Power Dot France,Power Dot France,0.848916,47.413621
672.0,200.0,FRPD1PITMGSS,Power Dot France,Power Dot France,-3.206997,48.063963
44.0,22.0,FRS77E77027001,Bouygues E&S,Ecocharge77,2.478393,48.139336
44.0,22.0,FRS77E77127002,Bouygues E&S,Ecocharge77,2.695989,48.670251
2304.0,187.5,FRPD1PCTIBGL,Power Dot France,Power Dot France,-0.531427,44.791074
650.0,200.0,FRPD1PMAILLB,Power Dot France,Power Dot France,7.389328,47.771241
272.0,100.0,FRPD1PSYULLG,Power Dot France,Power Dot France,5.57613,48.322347
5000.0,250.0,FRTSLP30045,Tesla,Tesla,44.177762,44.177762
1200.0,150.0,FRTSLP3305,Tesla,Tesla,43.331901,43.331901
3500.0,250.0,FRTSLP7320,Tesla,Tesla,46.573233,46.573233
502.0,120.0,FRPD1PLBGIGN,Power Dot France,Power Dot France,2.236867,48.73155
1347.5,188.0,FRPD1PSYUPRD,Power Dot France,Power Dot France,2.428804,42.625323
632.0,200.0,FRPD1PACCEVR,Power Dot France,Power Dot France,2.424555,48.615603
922.0,100.0,FRPD1PINTSAR,Power Dot France,Power Dot France,7.077588,48.737494
272.0,100.0,FRPD1PIBSESM,Power Dot France,Power Dot France,3.380145,49.03462
36.0,18.0,FRS77E77196001,Bouygues E&S,Ecocharge77,2.744265,48.939857
812.0,160.0,FRPD1PJARAVR,Power Dot France,Power Dot France,-1.350641,48.655069
244.0,100.0,FRPD1PSYUFQM,Power Dot France,Power Dot France,6.593895,49.048968
172.0,100.0,FRPD1PITMVVG,Power Dot France,Power Dot France,-1.435665,46.970702
1322.0,150.0,FRPD1PITMGAU,Power Dot France,Power Dot France,3.277911,49.824676
1000.0,125.0,FRTSLP1734,Tesla,Tesla,45.593224,45.593224
394.0,120.0,FRPD1PITMVLM,Power Dot France,Power Dot France,2.717943,47.972171
632.0,200.0,FRPD1PMATCHG,Power Dot France,Power Dot France,6.162857,48.7369
672.0,200.0,FRPD1PMBCHGT,Power Dot France,Power Dot France,-0.611978,43.637376
4000.0,250.0,FRTSLP33194,Tesla,Tesla,48.848308,48.848308
8000.0,250.0,FRTSLP1759,Tesla,Tesla,44.112164,44.112164
632.0,200.0,FRPD1PMATDEU,Power Dot France,Power Dot France,2.956514,50.737009
366.0,50.0,FRPD1PTGLVLC,Power Dot France,Power Dot France,4.928383,44.951098
1297.0,187.5,FRPD1PMATTGF,Power Dot France,Power Dot France,3.173292,50.7356
44.0,22.0,FRPD1PLBCEPI,Power Dot France,Power Dot France,6.475049,48.198431
772.0,100.0,FRPD1PRTPMTB,Power Dot France,Power Dot France,1.384485,44.039479
1200.0,150.0,FRTSLP1745,Tesla,Tesla,48.041259,48.041259
444.0,100.0,FRPD1PKFCVLR,Power Dot France,Power Dot France,4.348309,45.476402
46.0,24.0,FRS77E77288010,Bouygues E&S,Ecocharge77,2.660091,48.535773
494.0,100.0,FRPD1PMBCRIV,Power Dot France,Power Dot France,0.386577,45.750764
662.0,80.0,FRPD1PMATLMD,Power Dot France,Power Dot France,3.025081,50.63728
1116.0,150.0,FRPD1PCORVDV,Power Dot France,Power Dot France,2.826367,50.461194
672.0,200.0,FRPD1PAUBPTL,Power Dot France,Power Dot France,6.339066,46.907665
394.0,100.0,FRPD1PMBCBSC,Power Dot France,Power Dot France,4.615706,44.155114
36.0,18.0,FRS77E77482001,Bouygues E&S,Ecocharge77,2.92905,48.375946
122.0,50.0,FRPD1PITMCDM,Power Dot France,Power Dot France,0.37861,43.959303
922.0,187.5,FRPD1PMATLAN,Power Dot France,Power Dot France,3.213065,50.666928
36.0,18.0,FRS77E77178001,Bouygues E&S,Ecocharge77,2.674363,48.230656
244.0,50.0,FRPD1PSYUVIE,Power Dot France,Power Dot France,2.092669,47.238735
672.0,200.0,FRPD1PSPUFRI,Power Dot France,Power Dot France,4.587506,48.713984
3734.0,200.0,FRPD1PCORREI,Power Dot France,Power Dot France,4.05582,49.216266
672.0,200.0,FRPD1PPOMVDB,Power Dot France,Power Dot France,2.270805,48.650948
394.0,100.0,FRPD1PLDPBLG,Power Dot France,Power Dot France,1.481581,45.163264
672.0,200.0,FRPD1PGMVTRB,Power Dot France,Power Dot France,0.072267,43.268014
36.0,18.0,FRS77E77260001,Bouygues E&S,Ecocharge77,3.246524,48.513992
172.0,100.0,FRPD1PITMLGW,Power Dot France,Power Dot France,5.75123,49.515448
572.17025,100.0,FRPD1PMATWTR,Power Dot France,Power Dot France,3.219058,50.703372
44.0,22.0,FRS77E77317001,Bouygues E&S,Ecocharge77,2.8905,48.6065
36.0,18.0,FRS77E77232001,Bouygues E&S,Ecocharge77,2.825952,48.912483
44.0,22.0,FRS77E77222001,Bouygues E&S,Ecocharge77,2.798235,48.637143
244.0,50.0,FRPD1PMTIBJL,Power Dot France,Power Dot France,5.275455,45.58947
132.0,60.0,FRPD1PSYUPDV,Power Dot France,Power Dot France,6.145397,43.219383
2132.0,200.0,FRPD1PLECQUE,Power Dot France,Power Dot France,-3.421901,47.789996
36.0,18.0,FRS77E77045001,Bouygues E&S,Ecocharge77,2.657576,48.195572
216.0,100.0,FRPD1PITMMOY,Power Dot France,Power Dot France,6.893057,48.377979
650.0,200.0,FRPD1PINTECR,Power Dot France,Power Dot France,5.872424,48.679686
132.0,60.0,FRPD1PMBRAVR,Power Dot France,Power Dot France,-1.34232,48.67893
36.0,18.0,FRS77E77501001,Bouygues E&S,Ecocharge77,2.848262,48.325367
254.0,60.0,FRPD1PGDMSBZ,Power Dot France,Power Dot France,2.605289,44.397131
244.0,50.0,FRPD1PITMVLF,Power Dot France,Power Dot France,4.588572,48.729916
524.0,120.0,FRPD1PHLFAGL,Power Dot France,Power Dot France,0.129571,45.638135
672.0,200.0,FRPD1PJARGRT,Power Dot France,Power Dot France,1.885459,46.182399
5000.0,250.0,FRTSLP1726,Tesla,Tesla,45.166556,45.166556
122.0,50.0,FRPD1PSCIBLG,Power Dot France,Power Dot France,1.472085,45.146675
172.0,100.0,FRPD1PMBRARB,Power Dot France,Power Dot France,4.605821,45.825789
610.0,200.0,FRPD1PMATAVL,Power Dot France,Power Dot France,3.93724,50.117069
747.0,187.5,FRPD1PSCISCM,Power Dot France,Power Dot France,5.024199,43.410246
2000.0,250.0,FRTSLP30251,Tesla,Tesla,48.293372,48.293372
747.0,187.5,FRPD1PCORGRO,Power Dot France,Power Dot France,7.043609,49.135783
1200.0,150.0,FRTSLP3972,Tesla,Tesla,48.568243,48.568243
132.0,60.0,FRPD1PITMANN,Power Dot France,Power Dot France,4.897005,45.274321
3000.0,250.0,FRTSLP33188,Tesla,Tesla,49.248782,49.248782
672.0,200.0,FRPD1PACTAGL,Power Dot France,Power Dot France,0.183471,45.689892
432.0,120.0,FRPD1PBBFCON,Power Dot France,Power Dot France,1.334201,43.650641
46.0,24.0,FRS77E77475002,Bouygues E&S,Ecocharge77,2.94723149,48.958157
272.0,100.0,FRPD1PMBCHPN,Power Dot France,Power Dot France,-1.315481,43.382007
698.0,188.0,FRPD1PKRCLPM,Power Dot France,Power Dot France,5.365963,43.416752
44.0,22.0,FRPD1PASCROT,Power Dot France,Power Dot France,-0.452765,49.197268
36.0,18.0,FRS77E77001001,Bouygues E&S,Ecocharge77,2.56414,48.348167
5000.0,250.0,FRTSLP34050,Tesla,Tesla,47.046874,47.046874
632.0,200.0,FRPD1PCRFBRD,Power Dot France,Power Dot France,-0.634168,44.860543
366.0,100.0,FRPD1PBALDIJ,Power Dot France,Power Dot France,5.069686,47.35151
122.0,50.0,FRPD1PITMRSM,Power Dot France,Power Dot France,6.660383,47.922124
4000.0,250.0,FRTSLP29498,Tesla,Tesla,44.864843,44.864843
36.0,18.0,FRS77E77066001,Bouygues E&S,Ecocharge77,3.343567,48.69384
672.0,200.0,FRPD1PITMCER,Power Dot France,Power Dot France,3.014064,42.706431
432.0,120.0,FRPD1PCRIMOR,Power Dot France,Power Dot France,-0.922435,44.029889
36.0,18.0,FRS77E77435001,Bouygues E&S,Ecocharge77,2.541457,48.499256
1200.0,150.0,FRTSLP3045,Tesla,Tesla,49.786878,49.786878
632.0,200.0,FRPD1PSYUFON,Power Dot France,Power Dot France,1.449354,43.680776
594.0,100.0,FRPD1PITMCRM,Power Dot France,Power Dot France,2.16022,44.05228
3000.0,250.0,FRTSLP4003025,Tesla,Tesla,44.236376,44.236376
572.0,100.0,FRPD1PMDTPRP,Power Dot France,Power Dot France,2.890126,42.675371
172.0,100.0,FRPD1PMARCOU,Power Dot France,Power Dot France,5.597637,45.353711
997.0,187.5,FRPD1PSYUPNL,Power Dot France,Power Dot France,0.227668,44.841197
122.0,50.0,FRPD1PSYUSAU,Power Dot France,Power Dot France,-0.069571,47.251082
1222.0,150.0,FRPD1PCINSSB,Power Dot France,Power Dot France,-1.488871,47.190505
288.0,50.0,FRPD1PLCLTPL,Power Dot France,Power Dot France,3.174498,50.523047
1500.0,150.0,FRTSLP3826,Tesla,Tesla,49.863496,49.863496
506.0,120.0,FRPD1PITMBAP,Power Dot France,Power Dot France,2.853229,50.099361
2000.0,250.0,FRTSLP30400,Tesla,Tesla,45.871346,45.871346
244.0,50.0,FRPD1PITMSVT,Power Dot France,Power Dot France,5.814812,47.183326
36.0,18.0,FRS77E77067001,Bouygues E&S,Ecocharge77,2.601874,48.56225
122.0,50.0,FRPD1PMBRISH,Power Dot France,Power Dot France,7.241497,47.90349
5000.0,250.0,FRTSLP30985,Tesla,Tesla,43.16187,43.16187
632.0,200.0,FRPD1PCCTLVS,Power Dot France,Power Dot France,1.17298,49.210254
140.0,24.0,FRPD1PMRCVAV,Power Dot France,Power Dot France,2.291464,48.826858
672.0,200.0,FRPD1PLBRPAM,Power Dot France,Power Dot France,1.629874,43.114243
512.0,120.0,FRPD1PDATAVR,Power Dot France,Power Dot France,-1.368632,48.689854
1200.0,150.0,FRTSLP1740,Tesla,Tesla,45.266076,45.266076
36.0,18.0,FRS77E77456001,Bouygues E&S,Ecocharge77,3.289959,48.509865
2872.0,200.0,FRPD1PCORDIJ,Power Dot France,Power Dot France,5.002469,47.270311
1082.0,180.0,FRPD1PCORSBG,Power Dot France,Power Dot France,7.070734,48.739771
36.0,18.0,FRS77E77148001,Bouygues E&S,Ecocharge77,3.068942,49.090664
36.0,18.0,FRS77E77385002,Bouygues E&S,Ecocharge77,3.238447,48.850102
632.0,200.0,FRPD1PMBRPLM,Power Dot France,Power Dot France,4.11387,46.46719
872.0,100.0,FRPD1PCORWTG,Power Dot France,Power Dot France,3.053584,50.59339
672.0,200.0,FRPD1PIBBSFO,Power Dot France,Power Dot France,4.861194,45.690192
272.0,100.0,FRPD1PELDMRS,Power Dot France,Power Dot France,5.489497,43.289576
122.0,50.0,FRPD1PPMCANY,Power Dot France,Power Dot France,6.109078,45.894978
672.0,200.0,FRPD1PCCMLMM,Power Dot France,Power Dot France,3.632524,45.868104
36.0,18.0,FRS77E77003001,Bouygues E&S,Ecocharge77,2.531976,48.279121
572.0,100.0,FRPD1PACTNCB,Power Dot France,Power Dot France,1.435405,49.736249
244.0,50.0,FRPD1PITMLNG,Power Dot France,Power Dot France,5.339736,47.872185
3000.0,250.0,FRTSLP30181,Tesla,Tesla,44.637014,44.637014
7000.0,250.0,FRTSLP20264,Tesla,Tesla,49.079621,49.079621
4000.0,250.0,FRTSLP30951,Tesla,Tesla,46.330824,46.330824
4000.0,250.0,FRTSLP13281,Tesla,Tesla,49.253048,49.253048
294.0,100.0,FRPD1PLBCEMT,Power Dot France,Power Dot France,6.081559,45.933462
632.0,200.0,FRPD1PMATALA,Power Dot France,Power Dot France,3.38813,50.189972
122.0,50.0,FRPD1PACEVIL,Power Dot France,Power Dot France,2.44896,48.587591
244.0,100.0,FRPD1PLMCSOR,Power Dot France,Power Dot France,4.878797,44.00093
1200.0,150.0,FRTSLP1756,Tesla,Tesla,48.63861,48.63861
292.0,100.0,FRPD1PITMCRB,Power Dot France,Power Dot France,1.337895,43.649367
632.0,200.0,FRPD1PMATDLN,Power Dot France,Power Dot France,2.347789,50.160181
672.0,200.0,FRPD1PLBFGSR,Power Dot France,Power Dot France,1.785202,49.268417
872.0,100.0,FRPD1PITMSTQ,Power Dot France,Power Dot France,3.263229,49.851054
552.0,160.0,FRPD1PSYUVEY,Power Dot France,Power Dot France,5.831619,44.536459
672.0,200.0,FRPD1PBOULJE,Power Dot France,Power Dot France,6.304074,48.359609
2400.0,150.0,FRTSLP1722,Tesla,Tesla,43.493819,43.493819
36.0,18.0,FRS77E77057001,Bouygues E&S,Ecocharge77,3.236135,48.922424
792.0,200.0,FRPD1PETICHA,Power Dot France,Power Dot France,0.703418,47.340363
682.0,100.0,FRPD1PACCIBE,Power Dot France,Power Dot France,2.420392,48.620658
192.0,120.0,FRPD1PITMYOS,Power Dot France,Power Dot France,-1.024276,43.706943
3000.0,250.0,FRTSLP30255,Tesla,Tesla,45.033274,45.033274
4000.0,250.0,FRTSLP14836,Tesla,Tesla,45.820522,45.820522
632.0,200.0,FRPD1PSYSANO,Power Dot France,Power Dot France,6.949823,48.19297
36.0,18.0,FRS77E77182001,Bouygues E&S,Ecocharge77,3.305767,48.782028
432.0,120.0,FRPD1PLABLAN,Power Dot France,Power Dot France,-3.341638,47.778746
244.0,50.0,FRPD1PIMCETM,Power Dot France,Power Dot France,2.143073,48.442778
432.0,120.0,FRPD1PGAMROC,Power Dot France,Power Dot France,-1.4352,46.643002
732.0,180.0,FRPD1PIBSINV,Power Dot France,Power Dot France,1.14482,49.490191
632.0,200.0,FRPD1PACCBEA,Power Dot France,Power Dot France,2.112799,49.410166
166.0,50.0,FRPD1PCRFLBN,Power Dot France,Power Dot France,5.889812,43.932189
3000.0,250.0,FRTSLP30237,Tesla,Tesla,43.294681,43.294681
1500.0,150.0,FRTSLP6431,Tesla,Tesla,45.86723,45.86723
244.0,50.0,FRPD1PITMLHV,Power Dot France,Power Dot France,0.158024,49.509547
262.0,120.0,FRPD1PACTSPA,Power Dot France,Power Dot France,-0.027687,49.024567
36.0,18.0,FRS77E77403001,Bouygues E&S,Ecocharge77,3.324744,48.566856
598.0,188.0,FRPD1PMBRDVZ,Power Dot France,Power Dot France,4.691296,45.256256
166.0,50.0,FRPD1PITMBAI,Power Dot France,Power Dot France,2.744372,50.731127
36.0,18.0,FRS77E77386001,Bouygues E&S,Ecocharge77,2.639528,48.346184
838.0,100.0,FRPD1PDSJRAD,Power Dot France,Power Dot France,0.240604,47.943991
3000.0,250.0,FRTSLP29873,Tesla,Tesla,48.584701,48.584701
752.0,200.0,FRPD1PACCCLM,Power Dot France,Power Dot France,5.889694,45.594984
2488.0,150.0,FRPD1PFREARL,Power Dot France,Power Dot France,4.643129,43.704484
454.0,120.0,FRPD1PIBSLIL,Power Dot France,Power Dot France,3.009728,50.646519
36.0,18.0,FRS77E77043001,Bouygues E&S,Ecocharge77,3.259898,48.895916
632.0,200.0,FRPD1PITMMSC,Power Dot France,Power Dot France,3.199681,45.262366
