p_cum,p_max,id_station,operateur,amenageur,longitude,latitude
1324.0,160.0,FRPD1PSGNLFP,Power Dot France,Power Dot France,0.384154,45.751978
672.0,200.0,FRPD1PSOGCOR,Power Dot France,Power Dot France,4.058185,49.216116
672.0,200.0,FRPD1PSOMDAN,Power Dot France,Power Dot France,6.861083,47.616818
672.0,200.0,FRPD1PSOMTLS,Power Dot France,Power Dot France,1.39683,43.613736
462.0,160.0,FRPD1PSPOGND,Power Dot France,Power Dot France,1.300347,43.760657
672.0,200.0,FRPD1PSPUFRI,Power Dot France,Power Dot France,4.587506,48.713984
632.0,200.0,FRPD1PSTJSJS,Power Dot France,Power Dot France,5.430999,45.568248
672.0,200.0,FRPD1PSTOANG,Power Dot France,Power Dot France,-0.594141,47.466318
632.0,200.0,FRPD1PSUUSLD,Power Dot France,Power Dot France,5.100082,47.291004
632.0,200.0,FRPD1PSYSANO,Power Dot France,Power Dot France,6.949823,48.19297
672.0,200.0,FRPD1PSYSTOU,Power Dot France,Power Dot France,5.889135,48.680886
672.0,200.0,FRPD1PSYUALE,Power Dot France,Power Dot France,4.090151,44.140955
1098.0,188.0,FRPD1PSYUBRC,Power Dot France,Power Dot France,2.600909,48.703179
1097.0,187.5,FRPD1PSYUBTD,Power Dot France,Power Dot France,7.320834,47.726826
547.0,187.5,FRPD1PSYUESS,Power Dot France,Power Dot France,6.82898,47.634806
632.0,200.0,FRPD1PSYUFON,Power Dot France,Power Dot France,1.449354,43.680776
747.0,187.5,FRPD1PSYUFTY,Power Dot France,Power Dot France,5.979914,49.356349
632.0,200.0,FRPD1PSYUGRM,Power Dot France,Power Dot France,6.88491,48.076273
1019.0,187.5,FRPD1PSYUIST,Power Dot France,Power Dot France,2.634612,42.675666
980.0,200.0,FRPD1PSYULGN,Power Dot France,Power Dot France,-0.59952,44.73295
1247.0,187.5,FRPD1PSYUMGR,Power Dot France,Power Dot France,2.458553,48.703188
569.0,187.5,FRPD1PSYUMNT,Power Dot France,Power Dot France,4.993478,44.034583
672.17025,200.0,FRPD1PSYUMRV,Power Dot France,Power Dot France,2.653244,50.64073
2769.0,187.5,FRPD1PSYUMTB,Power Dot France,Power Dot France,1.333266,43.988266
632.0,200.0,FRPD1PSYUNGT,Power Dot France,Power Dot France,5.34957,48.033164
997.0,187.5,FRPD1PSYUPNL,Power Dot France,Power Dot France,0.227668,44.841197
1347.5,188.0,FRPD1PSYUPRD,Power Dot France,Power Dot France,2.428804,42.625323
672.0,200.0,FRPD1PSYUPVG,Power Dot France,Power Dot France,-3.004327,47.772905
1047.0,187.5,FRPD1PSYURDS,Power Dot France,Power Dot France,7.358323,47.747224
672.0,200.0,FRPD1PSYUSMM,Power Dot France,Power Dot France,0.351132,45.041399
632.0,200.0,FRPD1PSYUSRB,Power Dot France,Power Dot France,7.026528,48.985126
552.0,160.0,FRPD1PSYUVEY,Power Dot France,Power Dot France,5.831619,44.536459
632.0,200.0,FRPD1PTDBLRB,Power Dot France,Power Dot France,-1.359503,47.244156
1275.5,187.5,FRPD1PTRNORG,Power Dot France,Power Dot France,4.851989,44.109519
632.0,200.0,FRPD1PZCESMR,Power Dot France,Power Dot France,5.040009,43.439636
4000.0,250.0,FRTSLP10696,Tesla,Tesla,46.88961,46.88961
4500.0,250.0,FRTSLP10702,Tesla,Tesla,45.693058,45.693058
3000.0,250.0,FRTSLP11192,Tesla,Tesla,48.82751,48.82751
3000.0,250.0,FRTSLP11417,Tesla,Tesla,46.298759,46.298759
3000.0,250.0,FRTSLP11605,Tesla,Tesla,45.524705,45.524705
3000.0,250.0,FRTSLP11606,Tesla,Tesla,45.525196,45.525196
4000.0,250.0,FRTSLP12180,Tesla,Tesla,43.727823,43.727823
4000.0,250.0,FRTSLP13281,Tesla,Tesla,49.253048,49.253048
4000.0,250.0,FRTSLP14836,Tesla,Tesla,45.820522,45.820522
7000.0,250.0,FRTSLP16281,Tesla,Tesla,47.245792,47.245792
5000.0,250.0,FRTSLP16321,Tesla,Tesla,47.502319,47.502319
3000.0,250.0,FRTSLP16456,Tesla,Tesla,47.499063,47.499063
4000.0,250.0,FRTSLP16732,Tesla,Tesla,47.61295,47.61295
7000.0,250.0,FRTSLP16733,Tesla,Tesla,44.793792,44.793792
4000.0,250.0,FRTSLP16734,Tesla,Tesla,47.272073,47.272073
4000.0,250.0,FRTSLP16979,Tesla,Tesla,43.647712,43.647712
5000.0,250.0,FRTSLP1720,Tesla,Tesla,44.871519,44.871519
5000.0,250.0,FRTSLP1726,Tesla,Tesla,45.166556,45.166556
7250.0,250.0,FRTSLP17341,Tesla,Tesla,48.053197,48.053197
5000.0,250.0,FRTSLP17346,Tesla,Tesla,45.327236,45.327236
4000.0,250.0,FRTSLP1736,Tesla,Tesla,45.7868,45.7868
5000.0,250.0,FRTSLP17477,Tesla,Tesla,42.775249,42.775249
8250.0,250.0,FRTSLP1759,Tesla,Tesla,44.112164,44.112164
3000.0,250.0,FRTSLP1764,Tesla,Tesla,49.389739,49.389739
7000.0,250.0,FRTSLP20263,Tesla,Tesla,48.691108,48.691108
7000.0,250.0,FRTSLP20264,Tesla,Tesla,49.079621,49.079621
5000.0,250.0,FRTSLP20265,Tesla,Tesla,43.11655,43.11655
8000.0,250.0,FRTSLP20437,Tesla,Tesla,44.036554,44.036554
3000.0,250.0,FRTSLP21027,Tesla,Tesla,46.77357,46.77357
3000.0,250.0,FRTSLP2584,Tesla,Tesla,44.22596,44.22596
5000.0,250.0,FRTSLP26192,Tesla,Tesla,48.446612,48.446612
6000.0,250.0,FRTSLP26558,Tesla,Tesla,43.414915,43.414915
5000.0,250.0,FRTSLP27522,Tesla,Tesla,45.895509,45.895509
3000.0,250.0,FRTSLP27649,Tesla,Tesla,48.129176,48.129176
7000.0,250.0,FRTSLP27742,Tesla,Tesla,47.0432,47.0432
3000.0,250.0,FRTSLP28329,Tesla,Tesla,49.414263,49.414263
8750.0,250.0,FRTSLP28396,Tesla,Tesla,46.576511,46.576511
5000.0,250.0,FRTSLP28456,Tesla,Tesla,46.129425,46.129425
7000.0,250.0,FRTSLP28778,Tesla,Tesla,46.548393,46.548393
4000.0,250.0,FRTSLP28780,Tesla,Tesla,46.836112,46.836112
5000.0,250.0,FRTSLP28781,Tesla,Tesla,45.75317,45.75317
10000.0,250.0,FRTSLP28783,Tesla,Tesla,49.359966,49.359966
4000.0,250.0,FRTSLP29155,Tesla,Tesla,48.430914,48.430914
3000.0,250.0,FRTSLP29159,Tesla,Tesla,48.985279,48.985279
5000.0,250.0,FRTSLP29384,Tesla,Tesla,50.74221,50.74221
4000.0,250.0,FRTSLP29498,Tesla,Tesla,44.864843,44.864843
4000.0,250.0,FRTSLP29508,Tesla,Tesla,45.877092,45.877092
4000.0,250.0,FRTSLP29532,Tesla,Tesla,48.836648,48.836648
4000.0,250.0,FRTSLP29561,Tesla,Tesla,50.629871,50.629871
2000.0,250.0,FRTSLP29575,Tesla,Tesla,48.20083,48.20083
4000.0,250.0,FRTSLP29579,Tesla,Tesla,45.823795,45.823795
2000.0,250.0,FRTSLP29581,Tesla,Tesla,48.57439,48.57439
3000.0,250.0,FRTSLP29624,Tesla,Tesla,47.677358,47.677358
1000.0,250.0,FRTSLP29651,Tesla,Tesla,42.594733,42.594733
3000.0,250.0,FRTSLP29658,Tesla,Tesla,44.908948,44.908948
4000.0,250.0,FRTSLP29713,Tesla,Tesla,43.818865,43.818865
3000.0,250.0,FRTSLP29767,Tesla,Tesla,46.340231,46.340231
3000.0,250.0,FRTSLP29777,Tesla,Tesla,49.645036,49.645036
3000.0,250.0,FRTSLP29873,Tesla,Tesla,48.584701,48.584701
5000.0,250.0,FRTSLP29903,Tesla,Tesla,43.206224,43.206224
2000.0,250.0,FRTSLP29904,Tesla,Tesla,48.616299,48.616299
6000.0,250.0,FRTSLP29905,Tesla,Tesla,45.573666,45.573666
6000.0,250.0,FRTSLP29933,Tesla,Tesla,46.143806,46.143806
7000.0,250.0,FRTSLP29935,Tesla,Tesla,45.655436,45.655436
4000.0,250.0,FRTSLP29982,Tesla,Tesla,48.65331,48.65331
1500.0,250.0,FRTSLP29983,Tesla,Tesla,44.3783,44.3783
6000.0,250.0,FRTSLP29984,Tesla,Tesla,50.410222,50.410222
7000.0,250.0,FRTSLP30029,Tesla,Tesla,45.722035,45.722035
5000.0,250.0,FRTSLP30031,Tesla,Tesla,48.103962,48.103962
4000.0,250.0,FRTSLP30032,Tesla,Tesla,48.444752,48.444752
2000.0,250.0,FRTSLP30036,Tesla,Tesla,43.263079,43.263079
5000.0,250.0,FRTSLP30045,Tesla,Tesla,44.177762,44.177762
7000.0,250.0,FRTSLP30140,Tesla,Tesla,43.533651,43.533651
3000.0,250.0,FRTSLP30148,Tesla,Tesla,50.521625,50.521625
4500.0,250.0,FRTSLP3017,Tesla,Tesla,43.511478,43.511478
3000.0,250.0,FRTSLP30181,Tesla,Tesla,44.637014,44.637014
1500.0,250.0,FRTSLP30182,Tesla,Tesla,48.623657,48.623657
3000.0,250.0,FRTSLP30183,Tesla,Tesla,45.461071,45.461071
5000.0,250.0,FRTSLP30184,Tesla,Tesla,47.225998,47.225998
1500.0,250.0,FRTSLP30203,Tesla,Tesla,44.771085,44.771085
7000.0,250.0,FRTSLP30207,Tesla,Tesla,43.980282,43.980282
2000.0,250.0,FRTSLP30234,Tesla,Tesla,49.60275,49.60275
3000.0,250.0,FRTSLP30237,Tesla,Tesla,43.294681,43.294681
2000.0,250.0,FRTSLP30242,Tesla,Tesla,45.266392,45.266392
3000.0,250.0,FRTSLP30243,Tesla,Tesla,43.481932,43.481932
3000.0,250.0,FRTSLP30246,Tesla,Tesla,48.093079,48.093079
3000.0,250.0,FRTSLP30248,Tesla,Tesla,43.95773,43.95773
7000.0,250.0,FRTSLP30249,Tesla,Tesla,46.796402,46.796402
2000.0,250.0,FRTSLP30251,Tesla,Tesla,48.293372,48.293372
4000.0,250.0,FRTSLP30252,Tesla,Tesla,51.005494,51.005494
2000.0,250.0,FRTSLP30253,Tesla,Tesla,49.111571,49.111571
6000.0,250.0,FRTSLP30254,Tesla,Tesla,47.32476,47.32476
3000.0,250.0,FRTSLP30255,Tesla,Tesla,45.033274,45.033274
2000.0,250.0,FRTSLP30256,Tesla,Tesla,44.569565,44.569565
4000.0,250.0,FRTSLP30257,Tesla,Tesla,49.409907,49.409907
6000.0,250.0,FRTSLP30259,Tesla,Tesla,43.33661,43.33661
2000.0,250.0,FRTSLP30329,Tesla,Tesla,48.193224,48.193224
8000.0,250.0,FRTSLP30379,Tesla,Tesla,49.709465,49.709465
3000.0,250.0,FRTSLP30399,Tesla,Tesla,46.194771,46.194771
2000.0,250.0,FRTSLP30400,Tesla,Tesla,45.871346,45.871346
7000.0,250.0,FRTSLP30513,Tesla,Tesla,43.80783,43.80783
4000.0,250.0,FRTSLP3078,Tesla,Tesla,48.494194,48.494194
2000.0,250.0,FRTSLP30948,Tesla,Tesla,47.02484,47.02484
4000.0,250.0,FRTSLP30951,Tesla,Tesla,46.330824,46.330824
5000.0,250.0,FRTSLP30985,Tesla,Tesla,43.16187,43.16187
9000.0,250.0,FRTSLP31397,Tesla,Tesla,47.853468,47.853468
4000.0,250.0,FRTSLP31398,Tesla,Tesla,47.500581,47.500581
3000.0,250.0,FRTSLP33154,Tesla,Tesla,47.466441,47.466441
7000.0,250.0,FRTSLP33155,Tesla,Tesla,48.082979,48.082979
2000.0,250.0,FRTSLP33157,Tesla,Tesla,43.664461,43.664461
3000.0,250.0,FRTSLP33158,Tesla,Tesla,47.216835,47.216835
2250.0,250.0,FRTSLP33161,Tesla,Tesla,44.903824,44.903824
3000.0,250.0,FRTSLP33162,Tesla,Tesla,45.306378,45.306378
2250.0,250.0,FRTSLP33173,Tesla,Tesla,46.701238,46.701238
4000.0,250.0,FRTSLP33175,Tesla,Tesla,45.870677,45.870677
6000.0,250.0,FRTSLP33176,Tesla,Tesla,43.68814,43.68814
3000.0,250.0,FRTSLP33179,Tesla,Tesla,49.200795,49.200795
3000.0,250.0,FRTSLP33181,Tesla,Tesla,43.074792,43.074792
3000.0,250.0,FRTSLP33188,Tesla,Tesla,49.248782,49.248782
4000.0,250.0,FRTSLP33194,Tesla,Tesla,48.848308,48.848308
5000.0,250.0,FRTSLP33831,Tesla,Tesla,50.73346,50.73346
4000.0,250.0,FRTSLP34042,Tesla,Tesla,45.011961,45.011961
2000.0,250.0,FRTSLP34043,Tesla,Tesla,46.340231,46.340231
6500.0,250.0,FRTSLP34046,Tesla,Tesla,49.203953,49.203953
2000.0,250.0,FRTSLP34049,Tesla,Tesla,45.553179,45.553179
5000.0,250.0,FRTSLP34050,Tesla,Tesla,47.046874,47.046874
1000.0,250.0,FRTSLP34057,Tesla,Tesla,49.905369,49.905369
8250.0,250.0,FRTSLP3439,Tesla,Tesla,47.9915,47.9915
3000.0,250.0,FRTSLP34981,Tesla,Tesla,47.605183,47.605183
3000.0,250.0,FRTSLP4003025,Tesla,Tesla,44.236376,44.236376
2000.0,250.0,FRTSLP424918,Tesla,Tesla,46.46063,46.46063
750.0,250.0,FRTSLP427106,Tesla,Tesla,46.217424,46.217424
2000.0,250.0,FRTSLP45348,Tesla,Tesla,41.951923,41.951923
5000.0,250.0,FRTSLP5147,Tesla,Tesla,48.754865,48.754865
4000.0,250.0,FRTSLP5177,Tesla,Tesla,43.60234,43.60234
7000.0,250.0,FRTSLP5367,Tesla,Tesla,44.675244,44.675244
2000.0,250.0,FRTSLP5675,Tesla,Tesla,44.202887,44.202887
3000.0,250.0,FRTSLP59510,Tesla,Tesla,43.725146,43.725146
3000.0,250.0,FRTSLP7138,Tesla,Tesla,45.952691,45.952691
3250.0,250.0,FRTSLP7139,Tesla,Tesla,46.377854,46.377854
3500.0,250.0,FRTSLP7320,Tesla,Tesla,46.573233,46.573233
2000.0,250.0,FRTSLP7322,Tesla,Tesla,45.152098,45.152098
4000.0,250.0,FRTSLP9507,Tesla,Tesla,48.783822,48.783822
