p_max,p_cum,id_station,operateur,amenageur,longitude,latitude
22.0,44.0,FRALLEGO999009,EV Cars,EV Cars,1.471787,49.0899374
22.0,44.0,FRESEPS42095AC,E-Totem,SEMOB,4.286092,45.384258
22.0,44.0,FRALLEGO900702,EV Cars,EV Cars,0.3722512,49.7542168
150.0,644.0,FRATLPZ340FRPORTO2000001,Atlante France,Atlante,0.708607,47.320285
22.0,132.0,FRETIP34332A,E-Totem,E-TOTEM INFRADIV 2,3.414995,43.289995
22.0,44.0,FRALLEGO900562,EV Cars,EV Cars,6.4793061,43.5102598
25.0,47.0,FRSE1PSE77MERA,STATIONS-E,STATIONS-E,2.627885,48.54112
500.0,1000.0,FRIENE042602,NW IECharge,NW IECharge,2.796337,47.968743
22.0,44.0,FRBMPP230791P,Bump,Bump,-1.723122,48.173044
150.0,300.0,FRGYMP12403039,GreenYellow eMobility,GreenYellow eMobility,2.5131452,48.988992
150.0,300.0,FRALLEGO900099,EV Cars,EV Cars,2.6030043,46.3459197
22.0,44.0,FRALLEGO900541,EV Cars,EV Cars,1.3938178,43.608492
22.08,88.32,FRLMSP90116476,ENGIE Vianeo,ENGIE Vianeo,5.793335,43.830612
300.0,600.0,FRALLEGO900067,EV Cars,EV Cars,1.1752576,49.014792
22.08,88.32,FRLMSP89786298,ENGIE Vianeo,ENGIE Vianeo,-0.300285,49.163437
150.0,644.0,FRBMPP172793P,Bump,Bump,-0.265886,44.544484
320.0,960.0,FRIENP6FPQGPF55EF8,NW IECharge,NW IECharge,3.35329,45.8641
300.0,600.0,FRALLEGO900493,EV Cars,EV Cars,2.419765,48.9186696
24.0,46.0,FRSE1PSE88SAGA,STATIONS-E,STATIONS-E,6.937938,48.290685
22.0,44.0,FRALLEGO900676,EV Cars,EV Cars,6.4775833,48.197304
350.0,1400.0,FRIOYP5967AM4AL1R1,Ionity,Ionity,1.416918,46.313059
300.0,600.0,FRALLEGO900498,EV Cars,EV Cars,2.5278645,48.9499323
350.0,2100.0,FRIOYPU1EB0TJUREN,Ionity,Ionity,1.856042,48.274978
150.0,600.0,FRBMPP185046P,Bump,Bump,4.440578,46.779875
300.0,2184.58,FRLMSP89370711,ENGIE Vianeo,ENGIE Vianeo,6.657184,49.134222
300.0,600.0,FRALLEGO900175,EV Cars,EV Cars,-0.5404276,47.4886992
150.0,600.0,FRIZFPFAST588,IZIVIA,IZIVIA FAST,0.634087,48.761877
150.0,300.0,FRIZFPFAST203,IZIVIA,IZIVIA FAST,2.205565,48.683529
150.0,300.0,FRALLEGO900055,EV Cars,EV Cars,7.0910245,43.6043175
50.0,143.0,FRESEPS42223AA,E-Totem,SEMOB,4.339118,45.44058
24.0,46.0,FRSE1PSE63SABA,STATIONS-E,STATIONS-E,3.246672,45.710844
22.0,44.0,FRALLEGO999093,EV Cars,EV Cars,2.5811279,48.501416
150.0,300.0,FRALLEGO800184,Allego,Allego,4.8793025,44.9067501
150.0,622.0,FRELCPVITHK,Electra,Electra,5.251933,43.425474
350.0,1543.0,FRIOYP77KHV9WRQSRG,Ionity,Ionity,1.245628,43.337933
24.0,46.0,FRSE1PSE67PFHA,STATIONS-E,STATIONS-E,7.594634,48.843199
300.0,2488.0,FRVIAP122244,ENGIE Vianeo,ENGIE Vianeo,3.14163,45.78655
50.0,143.0,FRIOYP1YDQQSU69BXF,Ionity,Ionity,7.0365,43.592
300.0,600.0,FRALLEGO900114,EV Cars,EV Cars,-1.3496047,48.6541936
22.0,132.0,FRETIP72058A,E-Totem,E-TOTEM INFRADIV,0.267742,47.990137
22.0,44.0,FRALLEGO900658,EV Cars,EV Cars,3.2655629,48.1985745
300.0,1822.0,FRELCPEVRNO,Electra,Electra,2.423335,48.616729
150.0,600.0,FRIZFPFAST398,IZIVIA,IZIVIA FAST,1.073122,43.603587
18.0,36.0,FRS77E77227001,Bouygues E&S,Ecocharge77,3.349335,48.483391
24.0,46.0,FRSE1PSE33MJDA,STATIONS-E,STATIONS-E,-0.696577,44.887014
50.0,50.0,FRELCPGTGT,Electra,Electra,-1.429938,46.69925
300.0,1266.0,FRELCPSACNO,Electra,Electra,2.170067,48.732772
300.0,600.0,FRALLEGO900001,EV Cars,EV Cars,-0.3274832,49.2053413
22.0,44.0,FRS77E77363001,Bouygues E&S,Ecocharge77,2.6311901501966806,48.917186375294236
150.0,300.0,FRGYMP12403031,GreenYellow eMobility,GreenYellow eMobility,2.553983,49.089106
25.0,47.0,FRETIP57672E,E-Totem,E-TOTEM INFRADIV,6.174117,49.362893
150.0,524.3,FRETIP86062A,E-Totem,E-Totem,0.37299,46.663836
18.0,36.0,FRS77E77054001,Bouygues E&S,Ecocharge77,3.021417,48.343342
18.0,36.0,FRS77E77318001,Bouygues E&S,Ecocharge77,2.915816,48.789227
350.0,4343.0,FRIOYPBO2NM4JUD1T,Ionity,Ionity,6.149369,48.742754
75.0,150.0,FRVIAP2014208901,ENGIE Vianeo,ENGIE Vianeo,5.415668,43.245715
22.0,112.3,FRETIP23076A,E-Totem,E-Totem,2.487862,46.183381
25.0,72.0,FRESEPS42218BD,E-Totem,SEMOB,4.388649,45.432013
24.0,48.0,FRGLYPLYON123,IZIVIA,IZIVIA FMET 1,4.814177,45.788793
300.0,600.0,FRALLEGO900178,EV Cars,EV Cars,6.1416302,49.3531714
22.0,44.0,FRALLEGO999010,EV Cars,EV Cars,0.7144288,47.3789346
300.0,3084.58,FRLMSP89369696,ENGIE Vianeo,ENGIE Vianeo,5.497669,47.974269
50.0,50.0,FRALLPGO000148,Allego,Allego,4.93273,44.9218
150.0,300.0,FRIZFPFAST392,IZIVIA,IZIVIA FAST,-0.870227,47.696606
300.0,2422.0,FRELCPGLICC,Electra,Electra,2.378123,49.866792
22.0,44.0,FRALLEGO900909,EV Cars,EV Cars,3.267804,45.5481985
7.4,37.0,FRBMPP230819P,Bump,Bump,6.833395,45.571306
24.0,46.0,FRSE1PSE77MXCA,STATIONS-E,STATIONS-E,2.886927,48.952545
22.08,88.32,FRLMSP89488047,ENGIE Vianeo,ENGIE Vianeo,1.331869,47.612421
320.0,960.0,FRIENP5L2Q08YETBR1,NW IECharge,NW IECharge,-2.09677,47.43294
300.0,600.0,FRALLEGO800265,Allego,Allego,3.1747826,43.2641629
24.0,46.0,FRSE1PSE35NSP3,STATIONS-E,STATIONS-E,-1.721204,48.179057
22.08,44.16,FRLMSP89397442,ENGIE Vianeo,ENGIE Vianeo,6.441087,48.180797
22.0,44.0,FRS77E77127002,Bouygues E&S,Ecocharge77,2.695989,48.670251
22.0,44.0,FRSE1PSE60MAEB,STATIONS-E,STATIONS-E,2.816499,49.42723
25.0,50.0,FRVIAP2014207201,ENGIE Vianeo,ENGIE Vianeo,5.569888,43.295562
24.0,46.0,FRSE1PSE63DABA,STATIONS-E,STATIONS-E,3.744803,45.386861
24.0,46.0,FRS77E77393002,Bouygues E&S,Ecocharge77,2.963885,48.680966
300.0,600.0,FRALLEGO900064,EV Cars,EV Cars,-0.5324939,44.7942919
50.0,388.0,FRELCPLTOHI,Electra,Electra,1.57864,50.515961
50.0,93.0,FRALLEGO002109,Allego,Allego,4.3612627,43.8110946
22.0,44.0,FRALLEGO900788,EV Cars,EV Cars,5.8771229,43.1240678
2.3,4.6,FRESEPS42208AA,E-Totem,E-Totem,4.486532,45.544967
150.0,688.0,FRATLPFR00291,Atlante France,Atlante,0.780833,43.113056
300.0,600.0,FRGYMP23BZ9181B,GreenYellow eMobility,GreenYellow eMobility,7.129812,43.627895
150.0,300.0,FRALLEGO900940,EV Cars,EV Cars,3.9405091,43.6414355
150.0,600.0,FRIZFPFAST289,IZIVIA,IZIVIA FAST,-4.086692,48.016724
24.0,46.0,FRSE1PSE45SADA,STATIONS-E,STATIONS-E,1.956823,47.877094
400.0,2443.0,FRIOYP41IBABGJA431,Ionity,Ionity,1.525147,44.149397
50.0,50.0,FRSIGESIGE236,IZIVIA,SYNDICAT INTERCOMMUNAL POUR LE GAZ ET L'ELECTRICITE EN ILE-DE-FRANCE (SIGEIF) (SIGEIF),2.558016,48.848718
22.0,22.0,FRELCPLSRK,Electra,Electra,-0.469154,46.330655
25.0,47.0,FRSE1PSE57VABA,STATIONS-E,STATIONS-E,6.526289,49.30003
22.0,44.0,FRALLEGO999014,EV Cars,EV Cars,2.3723101,48.7116729
75.0,200.0,FRALLEGO900258,EV Cars,EV Cars,0.7144288,47.3789346
25.0,47.0,FRSE1PSE31RVTA,STATIONS-E,STATIONS-E,1.196098,43.266711
18.0,36.0,FRS77E77384001,Bouygues E&S,Ecocharge77,2.62365,48.610615
150.0,300.0,FRIZFPFAST38,IZIVIA,IZIVIA FAST,7.160492,48.044253
300.0,600.0,FRALLEGO900037,EV Cars,EV Cars,3.9777884,49.2542998
150.0,322.0,FRIZFEFAST500,IZIVIA,IZIVIA FAST,7.757981,48.827809
300.0,600.0,FRALLEGO800164,Allego,Allego,3.1426482,45.757447
150.0,300.0,FRALLEGO900438,EV Cars,EV Cars,1.471787,49.0899374
22.0,44.0,FRS77E77344001,Bouygues E&S,Ecocharge77,2.81107448716752,49.0712134292407
50.0,100.0,FRALLPGO000194,Allego,Allego,7.358716,47.763873
160.0,642.3,FRETIP28422A,E-Totem,E-Totem,1.632787,48.267323
350.0,2243.0,FRIOYP73279ZBCXJ26,Ionity,Ionity,-4.169184,48.29814
350.0,1943.0,FRIOYP28E0FLMDBJ62,Ionity,Ionity,5.010984,47.223166
22.08,88.32,FRLMSP89638530,ENGIE Vianeo,ENGIE Vianeo,2.34201,47.046528
150.0,300.0,FRE04POAZS194,IZIVIA,IZIVIA EXPRESS,0.322088,46.59909
150.0,300.0,FRIZFPFAST511,IZIVIA,IZIVIA FAST,0.683124,44.404325
22.0,44.0,FRALLEGO900606,EV Cars,EV Cars,6.7038924,43.4431149
22.0,44.0,FRALLEGO900843,EV Cars,EV Cars,-0.5404276,47.4886992
22.0,44.0,FRALLEGO999042,EV Cars,EV Cars,1.0977083,49.3289777
22.0,44.0,FRESEPS42218AZ,E-Totem,SEMOB,4.399995,45.41816
350.0,1543.0,FRIOYP6K0QLKPBREZ3,Ionity,Ionity,0.366838,46.701436
24.0,24.0,FRSE1PSE60PACA,STATIONS-E,STATIONS-E,2.141679,49.236681
18.0,36.0,FRS77E77493001,Bouygues E&S,Ecocharge77,2.835405,48.644661
150.0,300.0,FRGYMP23BZ9172B,GreenYellow eMobility,GreenYellow eMobility,1.3844302,43.6281703
150.0,300.0,FRIZFPFAST316,IZIVIA,IZIVIA FAST,4.880069,45.712563
18.0,36.0,FRS77E77053004,Bouygues E&S,Ecocharge77,2.609214,48.69102
200.0,822.0,FRELCPLVVEP,Electra,Electra,5.999845,43.136785
150.0,300.0,FRGYMP12403005,GreenYellow eMobility,GreenYellow eMobility,2.2628291,48.7197198
300.0,600.0,FRALLEGO900171,EV Cars,EV Cars,4.752709,45.5851933
300.0,2444.0,FRVIAP122066,ENGIE Vianeo,ENGIE Vianeo,4.031964,48.326278
22.0,44.0,FRALLEGO900639,EV Cars,EV Cars,2.3853984,48.948225
320.0,960.0,FRIENP4NVGEM74FS1,NW IECharge,NW IECharge,3.613088,49.061558
24.0,46.0,FRSE1PSE62NADA,STATIONS-E,STATIONS-E,2.9994,50.418575
150.0,300.0,FRE04POAZS266,IZIVIA,IZIVIA EXPRESS,2.206899,48.945617
150.0,622.0,FRATLPCOUL1201,Atlante France,Atlante,3.089071,48.802722
300.0,2784.5,FRVIAP102116,ENGIE Vianeo,ENGIE Vianeo,3.046385,50.529556
24.0,24.0,FRSIGESIGE51,IZIVIA,SYNDICAT INTERCOMMUNAL POUR LE GAZ ET L'ELECTRICITE EN ILE-DE-FRANCE (SIGEIF) (SIGEIF),2.308342,48.974918
24.0,46.0,FRSE1PSE57FACA,STATIONS-E,STATIONS-E,6.107672,49.314269
150.0,300.0,FRIZFPFAST269,IZIVIA,IZIVIA FAST,-0.330596,49.179452
24.0,46.0,FRSE1PSE77NACA,STATIONS-E,STATIONS-E,2.898007,48.929321
22.0,44.0,FRALLEGO900732,EV Cars,EV Cars,2.7967485,50.5207957
150.0,300.0,FRIZFPFAST275,IZIVIA,IZIVIA FAST,0.705795,47.331426
50.0,100.0,FRALLEGO800801,Allego,Allego,3.1426482,45.757447
300.0,2784.58,FRLMSP89369760,ENGIE Vianeo,ENGIE Vianeo,7.69651,48.72127
150.0,688.0,FRALLP55YEP9DYN49Q,Allego,Allego,5.132147,43.393181
25.0,47.0,FRSE1PSE62MACA,STATIONS-E,STATIONS-E,2.030861,50.373402
300.0,922.0,FRELCPLERMN,Electra,Electra,1.884279,48.719403
200.0,1444.0,FRELCPPARSGL,Electra,Electra,2.375687,48.845062
25.0,47.0,FRSE1PSE77MEMA,STATIONS-E,STATIONS-E,2.631933,48.543527
150.0,300.0,FRALLEGO800996,Allego,Allego,1.2632598,45.8708278
2.3,4.6,FRESEPS42189AC,E-Totem,E-Totem,4.336718,45.433953
150.0,300.0,FRIZFPFAST539,IZIVIA,IZIVIA FAST,2.669218,50.009213
350.0,4343.0,FRIOYP18LLDOYO557P,Ionity,Ionity,2.548005,49.089443
300.0,384.58,FRLMSP89370714,ENGIE Vianeo,ENGIE Vianeo,2.096849,49.241178
350.0,3786.0,FRIOYP7Y9GO24M0DQQ,Ionity,Ionity,-1.150379,43.528739
150.0,300.0,FRALLEGO900950,EV Cars,EV Cars,4.7771924,45.7890123
350.0,3086.0,FRIOYP1Q0KNUI7VHFF,Ionity,Ionity,1.440923,45.160721
25.0,47.0,FRVIAP142082,ENGIE Vianeo,ENGIE Vianeo,5.605233,43.287128
150.0,300.0,FRGYMP23BZ9165B,GreenYellow eMobility,GreenYellow eMobility,3.9767339,43.6501091
300.0,600.0,FRALLEGO900033,EV Cars,EV Cars,-1.1033575,46.111161
150.0,522.0,FRETIP30189A,E-Totem,E-TOTEM INFRADIV,4.364801,43.808934
300.0,3672.0,FRVIAP101101,ENGIE Vianeo,ENGIE Vianeo,2.574533,48.361836
50.0,50.0,FRE04EOAZS197,IZIVIA,IZIVIA,1.89074,50.9458
22.0,44.0,FRALLEGO002024,Allego,Allego,1.4000595,43.693
150.0,622.0,FRELCPSAVAV,Electra,Electra,4.054852,48.272688
150.0,464.15999999999997,FRLMSP89883144,ENGIE Vianeo,ENGIE Vianeo,6.470429,48.186219
150.0,300.0,FRALLEGO800107,Allego,Allego,3.6551507,49.568631
22.0,44.0,FRALLEGO900721,EV Cars,EV Cars,2.8848897,50.6895334
22.0,44.0,FRALLEGO900632,EV Cars,EV Cars,-3.1647197,48.5620649
150.0,622.0,FRELCPMTBKF,Electra,Electra,1.382979,44.038563
150.0,300.0,FRIZFPFAST156,IZIVIA,IZIVIA FAST,2.799837,50.268291
24.0,24.0,FRSIGESIGE111,IZIVIA,SYNDICAT INTERCOMMUNAL POUR LE GAZ ET L'ELECTRICITE EN ILE-DE-FRANCE (SIGEIF) (SIGEIF),2.218729,48.845411
150.0,300.0,FRIZFPFAST48,IZIVIA,IZIVIA FAST,3.251031,50.184281
24.0,46.0,FRSE1PSE85SACA,STATIONS-E,STATIONS-E,-1.900581,46.693237
150.0,300.0,FRALLEGO900921,EV Cars,EV Cars,5.993003,47.2815191
150.0,300.0,FRGYMP23BZ9196B,GreenYellow eMobility,GreenYellow eMobility,4.79089,43.92783
18.0,36.0,FRS77E77182001,Bouygues E&S,Ecocharge77,3.305767,48.782028
24.0,24.0,FRSE1PSE88CABA,STATIONS-E,STATIONS-E,5.906617,48.189247
18.0,36.0,FRS77E77039001,Bouygues E&S,Ecocharge77,2.588406,48.526657
300.0,600.0,FRALLEGO900125,EV Cars,EV Cars,1.8640781,48.9662432
24.0,46.0,FRSE1PSE40SABA,STATIONS-E,STATIONS-E,-1.312422,43.657137
150.0,600.0,FRIZFPFAST334,IZIVIA,IZIVIA FAST,6.361859,48.602673
150.0,300.0,FRALLEGO900418,EV Cars,EV Cars,2.2761886,48.6698329
22.0,44.0,FRALLEGO900641,EV Cars,EV Cars,2.0734287,49.4294646
150.0,600.0,FRBMPP198843P,Bump,Bump,-1.927246,46.696694
150.0,688.0,FRBMPP177488P,Bump,Bump,-1.102715,44.745366
150.0,300.0,FRALLEGO900419,EV Cars,EV Cars,2.1608735,48.4294934
24.0,48.0,FRGLYPLYON35,IZIVIA,IZIVIA FMET 1,4.901374,45.705336
24.0,46.0,FRSE1PSE91BSDA,STATIONS-E,STATIONS-E,2.529781,48.690679
320.0,960.0,FRIENPNVDCP376W4F,NW IECharge,NW IECharge,-0.4701,47.205931
22.0,44.0,FRALLEGO800505,Allego,Allego,-0.0177153,46.4531581
25.0,27.3,FRETIP01283B,E-Totem,E-Totem,5.659074,46.260847
180.0,722.3,FRETIP34172H,E-Totem,E-Totem,3.82742,43.63823
180.0,360.0,FRIZFPFAST133,IZIVIA,IZIVIA FAST,3.03827,42.841324
24.0,24.0,FRSIGESIGE123,IZIVIA,SYNDICAT INTERCOMMUNAL POUR LE GAZ ET L'ELECTRICITE EN ILE-DE-FRANCE (SIGEIF) (SIGEIF),2.299287,48.810455
24.0,46.0,FRSE1PSE91BSBA,STATIONS-E,STATIONS-E,2.530228,48.682816
24.0,46.0,FRSE1PSE28CAEA,STATIONS-E,STATIONS-E,1.331767,48.066426
180.0,360.0,FRIZFPFAST477,IZIVIA,IZIVIA FAST,-0.112198,45.052243
24.0,46.0,FRS77E77344003,Bouygues E&S,Ecocharge77,2.81849204478834,49.0710898141281
150.0,300.0,FRALLEGO900957,EV Cars,EV Cars,-0.8426463,47.0751529
300.0,600.0,FRALLEGO900108,EV Cars,EV Cars,1.8640781,48.9662432
24.0,46.0,FRSE1PSE19ABCA,STATIONS-E,STATIONS-E,1.460937,45.251962
18.0,36.0,FRS77E77005001,Bouygues E&S,Ecocharge77,2.718575,48.924843
150.0,300.0,FRIZFEFAST558,IZIVIA,IZIVIA FAST,5.400287,45.803252
150.0,644.0,FRELCPSEGBU,Electra,Electra,5.682108,45.216314
320.0,960.0,FRIENP29U00A8BOQM5,NW IECharge,NW IECharge,1.426344,49.724109
24.0,24.0,FRALLPGO000012,Allego,Allego,5.232048,46.224527
22.0,44.0,FRALLEGO900555,EV Cars,EV Cars,4.8772664,45.7157586
150.0,300.0,FRIZFPFAST473,IZIVIA,IZIVIA FAST,-3.589259,47.868828
320.0,960.0,FRIENP35YT3YWY65K3,NW IECharge,NW IECharge,3.144648,45.250465
24.0,46.0,FRS77E77306002,Bouygues E&S,Ecocharge77,2.686769,48.596839
80.0,160.0,FRALLEGO900955,EV Cars,EV Cars,-0.8426463,47.0751529
24.0,24.0,FRSIGESIGE430,IZIVIA,SYNDICAT INTERCOMMUNAL POUR LE GAZ ET L'ELECTRICITE EN ILE-DE-FRANCE (SIGEIF) (SIGEIF),2.212137,49.111643
300.0,1422.0,FRELCPLUTHK,Electra,Electra,7.292317,47.759311
150.0,502.3,FRETIP84031A,E-Totem,E-Totem,5.048742,44.059894
24.0,46.0,FRSE1PSE71MACA,STATIONS-E,STATIONS-E,4.366515,46.679272
320.0,960.0,FRIENP6TP8FK73WB60,NW IECharge,NW IECharge,-1.413199,46.63381
150.0,944.0,FRELCPNICIMA,Electra,Electra,7.270699,43.697682
24.0,46.0,FRSE1PSE33PADA,STATIONS-E,STATIONS-E,-1.091401,44.874414
24.0,46.0,FRSE1PSE59DAFA,STATIONS-E,STATIONS-E,3.388997,50.334228
24.0,24.0,FRSIGESIGE310,IZIVIA,SYNDICAT INTERCOMMUNAL POUR LE GAZ ET L'ELECTRICITE EN ILE-DE-FRANCE (SIGEIF) (SIGEIF),2.47388,49.031974
47.0,94.0,FRSE1PSE78PABA,STATIONS-E,STATIONS-E,1.952121,48.829664
200.0,822.0,FRELCPSTVIB,Electra,Electra,2.673245,48.862274
47.0,47.0,FRGYMTEST4AC27FB6STATIONID,GreenYellow eMobility,,4.0841762,43.5585578
24.0,24.0,FRE04POAZS333,IZIVIA,IZIVIA EXPRESS,4.833465,45.60664
25.0,47.0,FRSE1PSE62HGXA,STATIONS-E,STATIONS-E,2.035007,50.378103
150.0,544.0,FRETIP81297A,E-Totem,E-TOTEM INFRADIV,2.083649,43.917161
24.0,24.0,FRSIGESIGE501,IZIVIA,SYNDICAT INTERCOMMUNAL POUR LE GAZ ET L'ELECTRICITE EN ILE-DE-FRANCE (SIGEIF) (SIGEIF),2.149517,48.878378
400.0,4022.0,FRELCPAABAG,Electra,Electra,2.954277,43.113785
300.0,2488.0,FRVIAP122010,ENGIE Vianeo,ENGIE Vianeo,2.986846,50.412178
75.0,200.0,FRALLEGO900261,EV Cars,EV Cars,3.1256072,50.6805367
22.0,134.29999995231628,FRETIP64122O,E-Totem,E-TOTEM INFRA BIARRITZ,-1.545189,43.490784
300.0,600.0,FRALLEGO900063,EV Cars,EV Cars,1.4816494,45.1454296
22.0,44.0,FRALLEGO900814,EV Cars,EV Cars,1.4816494,45.1454296
24.0,24.0,FRSIGESIGE411,IZIVIA,SYNDICAT INTERCOMMUNAL POUR LE GAZ ET L'ELECTRICITE EN ILE-DE-FRANCE (SIGEIF) (SIGEIF),2.544083,48.70261
22.0,44.0,FRALLEGO900735,EV Cars,EV Cars,2.5827484,48.8542869
300.0,2022.0,FRELCPSOAPC,Electra,Electra,2.118368,49.033728
350.0,1543.0,FRIOYP6VOR1SKCS4B4,Ionity,Ionity,5.070508,45.843868
50.0,50.0,FRGLYPLYON143,IZIVIA,IZIVIA FMET 1,4.815252,45.729335
300.0,600.0,FRVIAP2012208201,ENGIE Vianeo,ENGIE Vianeo,-1.596784,47.1581
300.0,1644.0,FRELCPTRAIB,Electra,Electra,1.974493,48.766382
300.0,600.0,FRALLEGO900466,EV Cars,EV Cars,3.6136005,49.5487823
300.0,600.0,FRALLEGO800212,Allego,Allego,1.8905128,47.9584754
25.0,47.0,FRSE1PSE60CADA,STATIONS-E,STATIONS-E,3.005394,49.404801
100.0,563.0,FRE04POAZS314,IZIVIA,IZIVIA EXPRESS,3.311087,43.504962
150.0,300.0,FRALLEGO800900,Allego,Allego,5.03748,45.0059242
300.0,600.0,FRALLEGO900103,EV Cars,EV Cars,4.8050898,45.3420519
22.0,44.0,FRESEPS42207AA,E-Totem,SEMOB,4.508525,45.471086
150.0,300.0,FRGYMP12403018,GreenYellow eMobility,GreenYellow eMobility,2.4715087,48.7248138
150.0,300.0,FRIZFPFAST97,IZIVIA,IZIVIA FAST,0.375926,49.759458
300.0,1222.0,FRELCPPIEIB,Electra,Electra,2.141247,49.022781
22.0,44.0,FRGYMPEVBP2227056,GreenYellow eMobility,GreenYellow eMobility,-1.6806821,47.8588928
150.0,300.0,FRIZFEFAST482,IZIVIA,IZIVIA FAST,7.764887,48.63123
47.0,94.0,FRGYMPDE4040B1GP5C00038R,GreenYellow eMobility,GreenYellow eMobility,5.2415436,46.2123454
300.0,600.0,FRALLEGO800907,Allego,Allego,4.8684003,44.9023395
300.0,2422.0,FRATLPFR00303,Atlante France,Atlante,2.37825,49.86539
24.0,90.0,FRS77E77431001,Bouygues E&S,Ecocharge77,2.67831429,48.2705034
50.0,100.0,FRVIAP2014203101,ENGIE Vianeo,ENGIE Vianeo,5.363208,43.270952
150.0,300.0,FRIZFPFAST229,IZIVIA,IZIVIA FAST,5.81166,46.125674
24.0,46.0,FRSE1PSE60BVBA,STATIONS-E,STATIONS-E,2.085186,49.429717
22.08,29.439999999999998,FRLMSP89473322,ENGIE Vianeo,ENGIE Vianeo,6.898876,48.321458
150.0,300.0,FRALLEGO900424,EV Cars,EV Cars,4.6147116,43.8169487
22.0,22.0,FRELCPCZLE,Electra,Electra,7.388005,47.78032
300.0,600.0,FRALLEGO900209,EV Cars,EV Cars,0.7144288,47.3789346
24.0,46.0,FRSE1PSE77MXZA,STATIONS-E,STATIONS-E,2.879298,48.955276
350.0,1543.0,FRIOYP2JDAP2MEVUVF,Ionity,Ionity,-0.584799,43.418629
300.0,600.0,FRALLEGO800906,Allego,Allego,4.8684003,44.9023395
24.0,24.0,FRSIGESIGE279,IZIVIA,SYNDICAT INTERCOMMUNAL POUR LE GAZ ET L'ELECTRICITE EN ILE-DE-FRANCE (SIGEIF) (SIGEIF),2.339336,48.705907
300.0,8844.0,FRELCPAAL45,Electra,Electra,4.876109,45.019158
24.0,46.0,FRSE1PSE85CABA,STATIONS-E,STATIONS-E,0.999,46.959193
150.0,300.0,FRIZFPFAST77,IZIVIA,IZIVIA FAST,2.944792,50.44394
47.0,47.0,FRGYMTEST524CFE91STATIONID,GreenYellow eMobility,,-2.7861157,48.4651932
300.0,600.0,FRALLEGO800156,Allego,Allego,3.516575,50.3397635
150.0,300.0,FRIZFPFAST635,IZIVIA,IZIVIA FAST,-1.639962,47.046944
300.0,600.0,FRALLEGO800052,Allego,Allego,1.4772963,43.5571323
50.0,122.0,FRSE1PSE55PMFA,STATIONS-E,STATIONS-E,5.725293,48.686198
180.0,742.0,FRETIP59459A,E-Totem,E-TOTEM INFRADIV 2,3.478283,50.382153
25.0,72.0,FRVIAP142053,ENGIE Vianeo,ENGIE Vianeo,5.417261,43.30427
22.0,44.0,FRGYMPEVBP2227047,GreenYellow eMobility,GreenYellow eMobility,-2.0931757,47.6422603
18.0,36.0,FRS77E77270001,Bouygues E&S,Ecocharge77,2.991441,48.862556
300.0,600.0,FRVIAP20122060003,ENGIE Vianeo,ENGIE Vianeo,4.823202,45.726708
300.0,600.0,FRALLEGO900069,EV Cars,EV Cars,5.4003605,43.3298095
150.0,300.0,FRIZFPFAST34,IZIVIA,IZIVIA FAST,1.538839,49.619467
350.0,1543.0,FRIOYP4IFKKNLXYXP6,Ionity,Ionity,5.929976,45.673865
18.0,36.0,FRS77E77031001,Bouygues E&S,Ecocharge77,2.938246,48.675091
150.0,622.0,FRELCPJLTJL,Electra,Electra,0.64748,47.34917
300.0,1922.0,FRELCPBORCA,Electra,Electra,-0.61095,44.85354
400.0,844.0,FRELCPPESHI,Electra,Electra,-0.645267,44.788733
22.0,44.0,FRALLEGO900871,EV Cars,EV Cars,-0.5404276,47.4886992
400.0,2543.0,FRIOYP1DXHLRCKXZ9K,Ionity,Ionity,4.783005,44.514605
22.0,90.29999995231628,FRETIP64122I,E-Totem,E-TOTEM INFRA BIARRITZ,-1.554546,43.470272
150.0,300.0,FRGYMP23BZ9193B,GreenYellow eMobility,GreenYellow eMobility,1.3844302,43.6281703
24.0,46.0,FRSE1PSE16BACA,STATIONS-E,STATIONS-E,0.167081,45.470045
180.0,382.0,FRIZFPFAST445,IZIVIA,IZIVIA FAST,-0.529423,45.954977
150.0,300.0,FRIZFPFAST149,IZIVIA,IZIVIA FAST,2.421349,48.736473
22.08,309.1199999999999,FRLMSP89876989,ENGIE Vianeo,ENGIE Vianeo,4.848193,47.042638
150.0,522.0,FRETIP47128A,E-Totem,E-TOTEM INFRADIV 2,0.703046,44.168081
22.0,44.0,FRALLEGO999018,EV Cars,EV Cars,4.7057812,49.7405718
150.0,150.0,FRALLP4IL1L8IW6RJ9,Allego,Allego,1.097685,49.329042
320.0,960.0,FRIENP6ZM53MTV3UPT,NW IECharge,NW IECharge,1.74469,48.93661
50.0,50.0,FRALLPGO000002,Allego,Allego,-0.624872,44.87979
150.0,300.0,FRE04POAZS255,IZIVIA,IZIVIA EXPRESS,2.198934,48.991535
300.0,1244.0,FRVIAP149001,ENGIE Vianeo,ENGIE Vianeo,6.5358,45.4829
150.0,600.0,FRIZFPFAST358,IZIVIA,IZIVIA FAST,-0.451621,49.198574
300.0,600.0,FRVIAP2012208204,ENGIE Vianeo,ENGIE Vianeo,-1.596784,47.1581
150.0,300.0,FRGYMP23BZ9160B,GreenYellow eMobility,GreenYellow eMobility,6.0045924,43.1399093
300.0,600.0,FRALLEGO800161,Allego,Allego,2.0772997,49.0039436
