id_station,p_max,p_cum,operateur,amenageur,longitude,latitude
FRS37P219842,17.0,17.0,Modulo,Modulo Energies,0.553296,47.016191
FRS41PM2E8VGTV,17.0,34.0,Modulo,Modulo Energies,1.208417,47.682055
FRS77P77196001,22.8,45.6,Bouygues E&S,Ecocharge77,2.744265,48.939857
FRS37PPMZJ7WRP,17.0,34.0,Modulo,Modulo Energies,0.648934,47.514614
FRS41PE9CAWDNY,17.0,34.0,Modulo,Modulo Energies,1.133889,47.336889
FROZEP25302491,22.0,44.0,OZECAR,OZECAR,8.9233238,42.4035395
FRS55PZXJMT9OT,17.0,34.0,Modulo,Modulo Energies,5.668772,48.602209
FRS28PSHK46BUY,17.0,17.0,Modulo,Modulo Energies,0.836236,48.333791
FRS77P77403001,22.8,45.6,Bouygues E&S,Ecocharge77,3.324744,48.566856
FRS88PTKIJYJA9,18.0,35.0,Modulo,Modulo Energies,5.96886,48.0297
FRS28PMWBONNCL,17.0,17.0,Modulo,Modulo Energies,1.012166,48.470684
FRS37PMZXLBCZQ,17.0,17.0,Modulo,Modulo Energies,1.096377,47.181837
FROZEPACE0057812,22.0,44.0,OZECAR,OZECAR,9.447495,41.9989769
FRS37PUP4USSR6,17.0,34.0,Modulo,Modulo Energies,0.222464,47.248199
FROZEPT124IT12421010,124.0,248.0,OZECAR,SAS Ozecar,9.276947275,41.604621609
FRS08PU6V7CSIT,24.0,46.0,Modulo,Modulo Energies,4.603013,49.838277
FRS77P77076001,22.8,45.6,Bouygues E&S,Ecocharge77,3.250729,48.482674
FRS77P77036001,22.8,45.6,Bouygues E&S,Ecocharge77,3.226534,48.684597
FRS51POQJZ9BZQ,22.0,44.0,Modulo,Modulo Energies,4.585671,48.725561
FRS37PIQ4XRFI5,17.0,34.0,Modulo,Modulo Energies,0.818924,47.378788
FRS37P3TBKXMXS,17.0,34.0,Modulo,Modulo Energies,1.059616,47.46822
FRS37PD4WWF1W9,17.0,17.0,Modulo,Modulo Energies,1.111411,47.281329
FRS41PEXQKXNE7,17.0,68.0,Modulo,Modulo Energies,1.18419,47.343958
FRLIBP633101675,50.0,72.0,Eoliberty,Eoliberty,3.348646,46.01675
FRS77P77322001,22.8,45.6,Bouygues E&S,Ecocharge77,2.603089,49.064533
FRS77P77153001,22.8,45.6,Bouygues E&S,Ecocharge77,2.684942,49.053848
FRS55PT6NXXE7V,17.0,34.0,Modulo,Modulo Energies,5.159707,48.776394
FRS51PIZ1MIWO6,17.0,34.0,Modulo,Modulo Energies,4.025412,49.264755
FRS51POXPGHA3M,17.0,34.0,Modulo,Modulo Energies,3.998884,49.217693
FRS77P77214001,22.8,45.6,Bouygues E&S,Ecocharge77,2.671611,48.965435
FRS41PXBZAHKMF,17.0,34.0,Modulo,Modulo Energies,1.740861,47.358186
FRS77P77088001,22.8,45.6,Bouygues E&S,Ecocharge77,2.568649,48.316978
FRS88P6GN7Z33H,25.0,47.0,Modulo,Modulo Energies,6.34929,48.1988
FROZEPACE0057815,22.0,44.0,OZECAR,OZECAR,9.1643783,41.3897004
FRS37PVDD9EL4Y,17.0,17.0,Modulo,Modulo Energies,1.034747,47.082549
FRS41P8FT4MAL9,17.0,34.0,Modulo,Modulo Energies,1.457725,47.562823
FRS41PZVTXWB15,17.0,34.0,Modulo,Modulo Energies,1.397453,47.25505
FRS41PHYKHXH6V,17.0,34.0,Modulo,Modulo Energies,1.336053,47.610357
FRS37PU9ARHG0Q,17.0,34.0,Modulo,Modulo Energies,0.608736,47.410482
FROZEP24577632,22.0,22.0,OZECAR,OZECAR,9.352956,42.388739
FRS41PFI001LS3KK0FK5,22.0,44.0,Modulo,Modulo Energies,1.171846,47.501399
FRS77P77066001,22.8,45.6,Bouygues E&S,Ecocharge77,3.343567,48.69384
FRS55PH6VO7VLG,17.0,34.0,Modulo,Modulo Energies,5.379939,49.175325
FRS37P1RSXIXQQ,17.0,34.0,Modulo,Modulo Energies,0.196334,47.392532
FRS08P8UOE2HJN,24.0,46.0,Modulo,Modulo Energies,4.340441,49.769178
FRS77P77469001,22.8,45.6,Bouygues E&S,Ecocharge77,3.011744,48.735561
FRS37PPMYBOQER,17.0,34.0,Modulo,Modulo Energies,0.669537,47.409894
FRS51P0CZ8UMAL,17.0,34.0,Modulo,Modulo Energies,4.345127,48.975352
FRS37POGCYQV7Y,17.0,34.0,Modulo,Modulo Energies,0.946264,47.209555
FRS28PQMDLKSBZ,17.0,17.0,Modulo,Modulo Energies,1.252364,48.44903
FRS28P7BKTHHSA,17.0,17.0,Modulo,Modulo Energies,1.68742,48.52747
FRZUNP2771348324096144223,300.0,2488.0,Zunder,Zunder,-0.05648813,48.72308367
FROZEP26429969,22.0,22.0,OZECAR,OZECAR,9.3184401,41.5538223
FRS77P77459001,22.8,45.6,Bouygues E&S,Ecocharge77,3.35406,48.537212
FROZEP26670296,7.4,14.8,OZECAR,OZECAR,9.1573323,41.3871824
FRN54PW6MS51EB,22.0,44.0,Modulo,Modulo Energies,6.16663,48.67171
FRLIBP63570132,50.0,72.0,Eoliberty,Eoliberty,3.318389,45.4132
FRS77E77288002,22.0,44.0,Bouygues E&S,Ecocharge77,2.6534923,48.5263359
FRS77P77140001,22.8,45.6,Bouygues E&S,Ecocharge77,2.998514,48.469975
FRS77P77431002,24.0,46.8,Bouygues E&S,Ecocharge77,2.68569018,48.265784
FRS77P77439001,22.8,45.6,Bouygues E&S,Ecocharge77,3.023394,48.421993
FRS41PVC0P3KWI,17.0,34.0,Modulo,Modulo Energies,1.362749,47.744154
FRS77P77288004,22.8,45.6,Bouygues E&S,Ecocharge77,2.66706903103353,48.5500502824576
FRS08PRVLTLCG9,24.0,46.0,Modulo,Modulo Energies,4.765891,49.851378
FRS77P77318001,22.8,45.6,Bouygues E&S,Ecocharge77,2.915816,48.789227
FRS08PLRF4RE2B,24.0,46.0,Modulo,Modulo Energies,4.578276,49.474329
FRS41PWJHVXSM7,22.0,44.0,Modulo,Modulo Energies,1.060181,47.794548
FRS28PF92DOKTO,22.0,22.0,Modulo,Modulo Energies,1.460643,48.673989
FRS28PYP1EMJRK,17.0,34.0,Modulo,Modulo Energies,1.328964,48.070716
FRS37PLQU2WXGI,17.0,34.0,Modulo,Modulo Energies,0.777079,47.363938
FRS28PQREQ5C6H,17.0,17.0,Modulo,Modulo Energies,1.752446,48.264249
FRS77P77284002,22.8,45.6,Bouygues E&S,Ecocharge77,2.91257,48.953554
FRFASP50824,300.0,2400.0,Fastned France,Fastned France,1.56825,44.658348
FRS41PEJUJJMJQ,17.0,34.0,Modulo,Modulo Energies,1.284024,47.634797
FROZEP25302488,22.0,22.0,OZECAR,OZECAR,9.287258,41.5884621
FRS41P4OK4QZER,17.0,34.0,Modulo,Modulo Energies,1.01733,47.68865
FRS51PZNV9NOIH,17.0,34.0,Modulo,Modulo Energies,4.041007,49.166166
FRS51PSOPEKAEV,17.0,34.0,Modulo,Modulo Energies,4.052451,49.225489
FRS77P77516001,22.8,45.6,Bouygues E&S,Ecocharge77,2.895756,48.342731
FRS88PK3W6B3F2,25.0,47.0,Modulo,Modulo Energies,7.015,48.1736
FRS37P221255,17.0,17.0,Modulo,Modulo Energies,0.91895,47.330502
FRS77P77099001,22.8,45.6,Bouygues E&S,Ecocharge77,2.70119,48.149586
FROZEP6S0A22232205,22.0,22.0,OZECAR,OZECAR,9.2006698,42.4769489
FRS51PTM1ANJNW,17.0,34.0,Modulo,Modulo Energies,4.365981,49.141384
FRS37POGRQPI2D,17.0,34.0,Modulo,Modulo Energies,0.626392,47.403952
